chrom	start	end	strand	mmd_score	biotype	gene_id	gene_name	transcript_id	chain_id
chr5	169924350	169924457	-	0.325550	snRNA	ENSG00000202358.1		U_ENSG00000202358.1	3
chr5	83762957	83763040	-	0.059569	miRNA	ENSG00000221227.1		U_ENSG00000221227.1	3
chr2	53016763	53016842	+	0.138131	miRNA	ENSG00000266144.1		U_ENSG00000266144.1	4
chr2	133481697	133481770	+	0.000000	tRNA	tRNA-Thr-TGT-2-1		U_tRNA-Thr-TGT-2-1	4
chr8	188635244	188635316	+	0.000000	tRNA	tRNA-Pro-AGG-2-3		U_tRNA-Pro-AGG-2-3	5
chr8	190600410	190600474	-	0.000000	miRNA	ENSG00000284032.1		U_ENSG00000284032.1	5
chr1	329583128	329583200	-	0.058251	snoRNA	ENSG00000222937.1		U_ENSG00000222937.1	6
chr1	367063029	367063091	+	0.000000	miRNA	ENSG00000283612.1		U_ENSG00000283612.1	6
chr2	266368135	266368210	+	0.056786	misc_RNA	ENSG00000275856.1		U_ENSG00000275856.1	1
chr2	267730797	267730869	+	0.122325	miRNA	ENSG00000274494.1		U_ENSG00000274494.1	1
chr2	322692515	322692586	-	0.000000	miRNA	ENSG00000207827.1		U_ENSG00000207827.1	1
chr4	132653231	132653313	+	0.000000	miRNA	ENSG00000207654.4		U_ENSG00000207654.4	2
chr4	144781466	144781593	+	0.023526	misc_RNA	ENSG00000275372.1		U_ENSG00000275372.1	2
chr4	166049091	166049167	-	0.196971	miRNA	ENSG00000283734.1		U_ENSG00000283734.1	2
chr5	175486796	175486868	-	0.039344	miRNA	ENSG00000277388.1		U_ENSG00000277388.1	3
chr2	114183778	114183866	-	0.000000	miRNA	ENSG00000284214.1		U_ENSG00000284214.1	4
chr8	188064155	188064227	+	0.000000	miRNA	ENSG00000207705.2		U_ENSG00000207705.2	5
chr8	224496549	224496636	-	0.000000	miRNA	ENSG00000207960.1		U_ENSG00000207960.1	5
chr1	356034881	356034975	+	0.000000	miRNA	ENSG00000283733.1		U_ENSG00000283733.1	6
chr1	367063026	367063104	-	0.000000	miRNA	ENSG00000199035.2		U_ENSG00000199035.2	6
chr2	267721799	267721928	+	0.184275	snoRNA	ENSG00000200816.1		U_ENSG00000200816.1	1
chr2	270811147	270811230	+	0.113869	miRNA	ENSG00000284064.1		U_ENSG00000284064.1	1
chr2	289246607	289246690	-	0.157257	miRNA	ENSG00000284427.1		U_ENSG00000284427.1	1
chr2	300498987	300499073	+	0.000000	miRNA	ENSG00000207604.3		U_ENSG00000207604.3	1
chr2	407252029	407252106	+	0.054362	snoRNA	ENSG00000221500.1		U_ENSG00000221500.1	1
chr2	409954049	409954144	-	0.065974	miRNA	ENSG00000283409.1		U_ENSG00000283409.1	1
chr4	144783691	144783788	+	0.042231	misc_RNA	ENSG00000273537.1		U_ENSG00000273537.1	2
chr5	232241119	232241200	+	0.237069	miRNA	ENSG00000284276.1		U_ENSG00000284276.1	3
chr2	64368084	64368165	+	0.000000	miRNA	ENSG00000283152.1		U_ENSG00000283152.1	4
chr2	105630752	105630839	+	0.000000	miRNA	ENSG00000221028.1		U_ENSG00000221028.1	4
chr2	114184517	114184598	-	0.000000	miRNA	ENSG00000284203.1		U_ENSG00000284203.1	4
chr2	116544468	116544573	+	0.018593	miRNA	ENSG00000284485.1		U_ENSG00000284485.1	4
chr2	135856707	135856796	-	0.308729	miRNA	ENSG00000266618.1		U_ENSG00000266618.1	4
chr8	190600821	190600902	-	0.000000	miRNA	ENSG00000283797.1		U_ENSG00000283797.1	5
chr8	196011915	196011995	-	0.651850	miRNA	ENSG00000277138.1		U_ENSG00000277138.1	5
chr1	332354971	332355069	+	0.232572	vault_RNA	ENSG00000199990.1		U_ENSG00000199990.1	6
chr2	267104564	267104649	+	0.305548	miRNA	ENSG00000284370.1		U_ENSG00000284370.1	1
chr2	359262318	359262411	+	0.000000	miRNA	ENSG00000238367.1		U_ENSG00000238367.1	1
chr5	232930875	232930971	+	0.369800	miRNA	ENSG00000284587.1		U_ENSG00000284587.1	3
chr5	216138925	216139018	-	0.143409	miRNA	ENSG00000266240.1		U_ENSG00000266240.1	3
chr5	115946595	115946688	+	0.221923	miRNA	ENSG00000264105.1		U_ENSG00000264105.1	3
chr2	111348478	111348575	-	0.000000	miRNA	ENSG00000199059.3		U_ENSG00000199059.3	4
chr8	213204133	213204230	+	0.037606	misc_RNA	ENSG00000252316.1		U_ENSG00000252316.1	5
chr1	375752359	375752413	+	0.381006	miRNA	ENSG00000266890.1		U_ENSG00000266890.1	6
chr2	322692388	322692499	-	0.172951	lncRNA	ENSG00000294688.1		U_ENSG00000294688.1	1
chr2	438369270	438369399	-	0.000000	lncRNA	ENSG00000270487.1		U_ENSG00000270487.1	1
chr5	183126043	183126142	-	0.047390	snRNA	ENSG00000207198.1		U_ENSG00000207198.1	3
chr5	133667791	133667949	+	0.204367	lncRNA	ENSG00000305903.1		U_ENSG00000305903.1	3
chr8	172555487	172555598	+	0.083494	miRNA	ENSG00000283923.1		U_ENSG00000283923.1	5
chr1	336134118	336134226	+	0.079334	miRNA	ENSG00000266478.1		U_ENSG00000266478.1	6
chr2	270698619	270698729	+	0.000000	miRNA	ENSG00000199036.1		U_ENSG00000199036.1	1
chr2	300507686	300507805	+	0.000000	miRNA	ENSG00000199080.1		U_ENSG00000199080.1	1
chr2	342123004	342123074	-	0.000000	snoRNA	ENSG00000275072.1		U_ENSG00000275072.1	1
chr2	390832091	390832217	+	0.237250	rRNA_pseudogene	ENSG00000200310.1		U_ENSG00000200310.1	1
chr2	442165712	442165839	-	0.129208	snoRNA	ENSG00000207392.1		U_ENSG00000207392.1	1
chr4	167306721	167306838	+	0.000000	rRNA_pseudogene	ENSG00000271924.1		U_ENSG00000271924.1	2
chr4	187496019	187496129	+	0.000000	miRNA	ENSG00000207744.1		U_ENSG00000207744.1	2
chr5	208287231	208287341	-	0.000000	miRNA	ENSG00000207732.1		U_ENSG00000207732.1	3
chr2	64368080	64368190	-	0.000000	miRNA	ENSG00000283844.1		U_ENSG00000283844.1	4
chr2	64374158	64374268	-	0.000000	miRNA	ENSG00000208024.1		U_ENSG00000208024.1	4
chr2	99872871	99872981	-	0.000000	miRNA	ENSG00000207975.1		U_ENSG00000207975.1	4
chr2	105871460	105871573	+	0.000000	miRNA	ENSG00000275207.1		U_ENSG00000275207.1	4
chr2	130471225	130471335	-	0.000000	miRNA	ENSG00000207590.1		U_ENSG00000207590.1	4
chr8	169330936	169331047	+	0.000000	miRNA	ENSG00000272230.1		U_ENSG00000272230.1	5
chr8	189630583	189630695	+	0.300020	rRNA_pseudogene	ENSG00000212238.1		U_ENSG00000212238.1	5
chr8	189660581	189660691	-	0.000000	miRNA	ENSG00000207990.3		U_ENSG00000207990.3	5
chr8	189668262	189668368	-	0.000000	miRNA	ENSG00000207691.1		U_ENSG00000207691.1	5
chr8	215884641	215884759	+	0.147016	miRNA	ENSG00000284191.1		U_ENSG00000284191.1	5
chr1	367287174	367287284	-	0.000000	miRNA	ENSG00000207739.1		U_ENSG00000207739.1	6
chr1	638507616	638507726	+	0.000000	miRNA	ENSG00000207548.3		U_ENSG00000207548.3	7
chr1	638493842	638493952	+	0.000000	miRNA	ENSG00000207798.1		U_ENSG00000207798.1	7
chr2	272723543	272723605	+	0.154466	miRNA	ENSG00000276404.1		U_ENSG00000276404.1	1
chr5	232970830	232970956	-	0.241508	scaRNA	ENSG00000249784.1		U_ENSG00000249784.1	3
chr5	91872569	91872692	-	0.239227	snoRNA	ENSG00000201516.1		U_ENSG00000201516.1	3
chr8	198322823	198322948	+	0.210650	miRNA	ENSG00000207597.1		U_ENSG00000207597.1	5
chr2	266822468	266822602	-	0.113610	lncRNA	ENSG00000308190.1		U_ENSG00000308190.1	1
chr2	407252568	407252701	+	0.062334	snoRNA	ENSG00000200534.1		U_ENSG00000200534.1	1
chr2	431884271	431884339	+	0.267340	tRNA	tRNA-Ile-AAT-chr6-86		U_tRNA-Ile-AAT-chr6-86	1
chr8	172737103	172737240	+	0.000000	misc_RNA	ENSG00000278526.1		U_ENSG00000278526.1	5
chr2	442171275	442171410	-	0.037278	snoRNA	ENSG00000206910.1		U_ENSG00000206910.1	1
chr2	68679604	68679742	-	0.000000	scaRNA	ENSG00000252906.1		U_ENSG00000252906.1	4
chr1	330614727	330614865	+	0.117892	snoRNA	ENSG00000252213.1		U_ENSG00000252213.1	6
chr4	205661725	205661788	+	0.034310	miRNA	ENSG00000284180.1		U_ENSG00000284180.1	2
chr2	137775444	137775508	-	0.139070	miRNA	ENSG00000284519.1		U_ENSG00000284519.1	4
chr8	209992128	209992286	-	0.035185	misc_RNA	ENSG00000274127.1		U_ENSG00000274127.1	5
chr1	340609361	340609517	+	0.000000	misc_RNA	ENSG00000277568.1		U_ENSG00000277568.1	6
chr1	661204241	661204391	+	0.112054	lncRNA	ENSG00000307616.1		U_ENSG00000307616.1	7
chr1	627552227	627552280	-	0.000000	miRNA	ENSG00000283204.1		U_ENSG00000283204.1	7
chr3	366000264	366000321	-	0.111159	miRNA	ENSG00000284570.1		U_ENSG00000284570.1	8
chr2	268411912	268411974	+	0.236778	miRNA	ENSG00000277264.1		U_ENSG00000277264.1	1
chr1	636123370	636123432	-	0.312891	snoRNA	ENSG00000212168.1		U_ENSG00000212168.1	7
chr3	436194699	436194767	-	0.344210	miRNA	ENSG00000276598.1		U_ENSG00000276598.1	8
chr3	404530776	404530849	+	0.107490	miRNA	ENSG00000221261.1		U_ENSG00000221261.1	8
chr1	638478412	638478494	+	0.000000	miRNA	ENSG00000211520.2		U_ENSG00000211520.2	7
chr3	362685778	362685847	+	0.000000	tRNA	tRNA-Und-NNN-2-1		U_tRNA-Und-NNN-2-1	8
chr3	404238063	404238128	+	0.129281	miRNA	ENSG00000221771.1		U_ENSG00000221771.1	8
chr3	358854489	358854571	-	0.000000	tRNA	tRNA-Ser-AGA-2-5		U_tRNA-Ser-AGA-2-5	8
chr3	399225421	399225483	-	0.057578	miRNA	ENSG00000284087.1		U_ENSG00000284087.1	8
chr3	404136811	404136906	+	0.134046	misc_RNA	ENSG00000278324.1		U_ENSG00000278324.1	8
chr3	364601415	364601491	-	0.000000	miRNA	ENSG00000216069.1		U_ENSG00000216069.1	8
chr3	161581177	161581232	-	0.000000	miRNA	ENSG00000283188.1		U_ENSG00000283188.1	9
chr4	186272191	186272263	-	0.049935	miRNA	ENSG00000215973.1		U_ENSG00000215973.1	2
chr4	230611451	230611516	+	0.295317	miRNA	ENSG00000284148.1		U_ENSG00000284148.1	10
chr4	265668413	265668483	-	0.146849	snoRNA	ENSG00000273885.1		U_ENSG00000273885.1	10
chr3	435185991	435186051	-	0.000000	miRNA	ENSG00000277888.1		U_ENSG00000277888.1	8
chr3	435655374	435655435	-	0.096080	miRNA	ENSG00000284054.1		U_ENSG00000284054.1	8
chr3	364601258	364601353	-	0.000000	miRNA	ENSG00000207804.1		U_ENSG00000207804.1	8
chr4	265461738	265461811	+	0.000000	snoRNA	ENSG00000202314.1		U_ENSG00000202314.1	10
chr4	265459612	265459685	+	0.000000	snoRNA	ENSG00000239195.1		U_ENSG00000239195.1	10
chr3	184035113	184035180	+	0.000000	snoRNA	ENSG00000238650.1		U_ENSG00000238650.1	9
chr3	414610854	414610924	-	0.000000	miRNA	ENSG00000199153.1		U_ENSG00000199153.1	8
chr3	435795192	435795257	-	0.231361	miRNA	ENSG00000284229.1		U_ENSG00000284229.1	8
chr3	404386550	404386633	+	0.120272	miRNA	ENSG00000221176.1		U_ENSG00000221176.1	8
chr3	383129374	383129465	+	0.000000	miRNA	ENSG00000238399.1		U_ENSG00000238399.1	8
chr3	414604725	414604813	-	0.000000	miRNA	ENSG00000207582.1		U_ENSG00000207582.1	8
chr3	397744512	397744608	-	0.298168	miRNA	ENSG00000283172.1		U_ENSG00000283172.1	8
chr3	427218127	427218205	+	0.112804	miRNA	ENSG00000265247.1		U_ENSG00000265247.1	8
chr1	99009350	99009426	+	0.241410	miRNA	ENSG00000283688.1		U_ENSG00000283688.1	12
chr3	397744503	397744597	+	0.337896	miRNA	ENSG00000207704.2		U_ENSG00000207704.2	8
chr1	107872176	107872274	+	0.129126	miRNA	ENSG00000283788.1		U_ENSG00000283788.1	12
chr4	231128775	231128855	-	0.238552	miRNA	ENSG00000264211.1		U_ENSG00000264211.1	10
chr8	172727186	172727257	+	0.079746	misc_RNA	ENSG00000275054.1		U_ENSG00000275054.1	5
chr5	299563574	299563635	+	0.065103	miRNA	ENSG00000266006.1		U_ENSG00000266006.1	13
chr4	225034935	225035021	+	0.250704	snoRNA	ENSG00000207118.1		U_ENSG00000207118.1	10
chr4	241889185	241889269	-	0.000000	miRNA	ENSG00000207811.3		U_ENSG00000207811.3	10
chr4	241888501	241888578	-	0.000000	miRNA	ENSG00000207562.3		U_ENSG00000207562.3	10
chr7	108468190	108468268	-	0.000000	miRNA	ENSG00000283705.1		U_ENSG00000283705.1	11
chr4	265668660	265668736	-	0.133120	snoRNA	ENSG00000275146.1		U_ENSG00000275146.1	10
chr5	300723251	300723320	-	0.197613	miRNA	ENSG00000274066.1		U_ENSG00000274066.1	13
chr4	226185491	226185563	+	0.000000	miRNA	ENSG00000198975.2		U_ENSG00000198975.2	10
chr2	270806271	270806334	-	0.028804	miRNA	ENSG00000284517.1		U_ENSG00000284517.1	1
chr1	98567957	98568039	-	0.200152	miRNA	ENSG00000264763.1		U_ENSG00000264763.1	12
chr3	362563570	362563701	-	0.124519	snoRNA	ENSG00000207067.1		U_ENSG00000207067.1	8
chr4	231373215	231373295	-	0.000000	miRNA	ENSG00000284246.1		U_ENSG00000284246.1	10
chr1	109630336	109630404	-	0.000000	miRNA	ENSG00000202569.4		U_ENSG00000202569.4	12
chr1	628383401	628383544	+	0.197041	snoRNA	ENSG00000251775.1		U_ENSG00000251775.1	7
chr3	436044196	436044278	-	0.299805	miRNA	ENSG00000284310.1		U_ENSG00000284310.1	8
chr5	252224312	252224392	+	0.303168	miRNA	ENSG00000275373.1		U_ENSG00000275373.1	13
chr7	108468763	108468834	-	0.000000	miRNA	ENSG00000283815.1		U_ENSG00000283815.1	11
chr2	116839363	116839428	-	0.129894	miRNA	ENSG00000283876.1		U_ENSG00000283876.1	4
chr4	226229974	226230062	+	0.000000	miRNA	ENSG00000207971.1		U_ENSG00000207971.1	10
chr4	226180098	226180178	+	0.000000	miRNA	ENSG00000207994.1		U_ENSG00000207994.1	10
chr3	194268828	194268931	-	0.129910	rRNA	ENSG00000277418.1		U_ENSG00000277418.1	9
chr4	225035916	225036001	+	0.000000	snoRNA	ENSG00000200879.1		U_ENSG00000200879.1	10
chr1	100920666	100920732	-	0.000000	miRNA	ENSG00000284482.1		U_ENSG00000284482.1	12
chr7	108468448	108468519	-	0.000000	miRNA	ENSG00000283762.1		U_ENSG00000283762.1	11
chr3	173742215	173742324	-	0.000000	miRNA	ENSG00000207816.1		U_ENSG00000207816.1	9
chr5	300712929	300712999	+	0.161980	miRNA	ENSG00000284535.1		U_ENSG00000284535.1	13
chr4	225034550	225034638	+	0.000000	snoRNA	ENSG00000202252.1		U_ENSG00000202252.1	10
chr7	108468898	108468982	-	0.000000	miRNA	ENSG00000284536.1		U_ENSG00000284536.1	11
chr3	237095724	237095781	+	0.135155	miRNA	ENSG00000265304.1		U_ENSG00000265304.1	15
chr5	283784594	283784703	-	0.243103	snoRNA	ENSG00000212135.1		U_ENSG00000212135.1	13
chr7	108468611	108468693	-	0.000000	miRNA	ENSG00000284204.1		U_ENSG00000284204.1	11
chr5	300423199	300423265	-	0.102887	miRNA	ENSG00000276102.1		U_ENSG00000276102.1	13
chr1	99009347	99009428	-	0.227897	miRNA	ENSG00000276857.1		U_ENSG00000276857.1	12
chr4	262690233	262690341	+	0.307505	rRNA_pseudogene	ENSG00000222578.1		U_ENSG00000222578.1	10
chr4	248758175	248758281	+	0.277356	snRNA	ENSG00000252081.1		U_ENSG00000252081.1	10
chr7	108468308	108468395	-	0.000000	miRNA	ENSG00000284375.1		U_ENSG00000284375.1	11
chr2	495642472	495642540	+	0.034350	miRNA	ENSG00000283933.1		U_ENSG00000283933.1	14
chr2	495722772	495722856	+	0.230838	miRNA	ENSG00000264553.1		U_ENSG00000264553.1	14
chr7	164429081	164429172	-	0.000000	miRNA	ENSG00000211579.2		U_ENSG00000211579.2	11
chr2	495986549	495986655	-	0.347827	snRNA	ENSG00000200175.1		U_ENSG00000200175.1	14
chr4	324677139	324677210	-	0.086584	miRNA	ENSG00000283744.1		U_ENSG00000283744.1	10
chr4	265462308	265462429	+	0.028339	snoRNA	ENSG00000206799.1		U_ENSG00000206799.1	10
chr5	284140908	284141035	-	0.149070	miRNA	ENSG00000275208.1		U_ENSG00000275208.1	13
chr5	291845590	291845679	+	0.000000	miRNA	ENSG00000208009.1		U_ENSG00000208009.1	13
chr3	389134016	389134089	-	0.056434	miRNA	ENSG00000283956.1		U_ENSG00000283956.1	8
chr4	265458778	265458902	+	0.037838	snoRNA	ENSG00000210825.1		U_ENSG00000210825.1	10
chr4	262064141	262064225	-	0.000000	miRNA	ENSG00000266192.3		U_ENSG00000266192.3	10
chr4	265462697	265462831	+	0.000000	snoRNA	ENSG00000207112.1		U_ENSG00000207112.1	10
chr4	265460839	265460969	+	0.107611	snoRNA	ENSG00000206834.1		U_ENSG00000206834.1	10
chr5	279945001	279945099	+	0.133869	miRNA	ENSG00000211568.1		U_ENSG00000211568.1	13
chr4	265460498	265460635	+	0.060108	snoRNA	ENSG00000207304.1		U_ENSG00000207304.1	10
chr4	265459316	265459449	+	0.128810	snoRNA	ENSG00000207145.1		U_ENSG00000207145.1	10
chr2	481038703	481038823	-	0.079276	lncRNA	ENSG00000272982.1		U_ENSG00000272982.1	14
chr8	74781631	74781701	+	0.092066	miRNA	ENSG00000221479.3		U_ENSG00000221479.3	16
chr5	272289584	272289691	+	0.033320	miRNA	ENSG00000263389.1		U_ENSG00000263389.1	13
chr1	102341753	102341888	-	0.155366	snRNA	ENSG00000272160.1		U_ENSG00000272160.1	12
chr5	283781517	283781624	-	0.089664	snoRNA	ENSG00000252427.1		U_ENSG00000252427.1	13
chr3	234018950	234019030	+	0.000000	snoRNA	ENSG00000212296.1		U_ENSG00000212296.1	15
chr3	218134079	218134158	-	0.000000	miRNA	ENSG00000284078.1		U_ENSG00000284078.1	15
chr2	463982389	463982491	-	0.000000	miRNA	ENSG00000284202.1		U_ENSG00000284202.1	14
chr4	236413300	236413461	+	0.139827	snoRNA	ENSG00000252870.1		U_ENSG00000252870.1	10
chr1	90067353	90067481	+	0.000000	snoRNA	ENSG00000207468.1		U_ENSG00000207468.1	12
chr1	90066571	90066698	+	0.150443	snoRNA	ENSG00000222588.1		U_ENSG00000222588.1	12
chr5	268169754	268169870	+	0.082162	misc_RNA	ENSG00000276530.1		U_ENSG00000276530.1	13
chr8	72277774	72277831	+	0.260132	miRNA	ENSG00000265917.1		U_ENSG00000265917.1	16
chr3	215711841	215711928	+	0.000000	miRNA	ENSG00000284447.1		U_ENSG00000284447.1	15
chr3	238309427	238309538	+	0.282258	snRNA	ENSG00000206743.1		U_ENSG00000206743.1	15
chr4	224078266	224078426	-	0.048453	lncRNA	ENSG00000290080.2		U_ENSG00000290080.2	10
chr5	248271367	248271499	+	0.056313	snoRNA	ENSG00000212607.1		U_ENSG00000212607.1	13
chr3	208721783	208721878	+	0.142359	miRNA	ENSG00000284336.1		U_ENSG00000284336.1	15
chr5	250649174	250649316	-	0.000000	snoRNA	ENSG00000238622.1		U_ENSG00000238622.1	13
chr3	213918468	213918571	+	0.008068	miRNA	ENSG00000264342.3		U_ENSG00000264342.3	15
chr6	201324953	201325017	-	0.323598	miRNA	ENSG00000284364.1		U_ENSG00000284364.1	17
chr8	74785340	74785447	+	0.247425	misc_RNA	ENSG00000275231.1		U_ENSG00000275231.1	16
chr6	201109894	201109971	-	0.141126	miRNA	ENSG00000284251.1		U_ENSG00000284251.1	17
chr6	204316733	204316795	+	0.000000	miRNA	ENSG00000283848.1		U_ENSG00000283848.1	17
chr7	174462578	174462642	+	0.450804	miRNA	ENSG00000284173.1		U_ENSG00000284173.1	18
chr3	211986023	211986160	-	0.082954	lncRNA	ENSG00000301460.1		U_ENSG00000301460.1	15
chr8	71367061	71367183	-	0.000000	miRNA	ENSG00000283818.1		U_ENSG00000283818.1	16
chr1	96595503	96595623	+	0.054084	ribozyme	ENSG00000273904.1		U_ENSG00000273904.1	12
chr6	202092833	202092895	-	0.217986	miRNA	ENSG00000284488.1		U_ENSG00000284488.1	17
chr2	463981490	463981595	-	0.193705	miRNA	ENSG00000284247.1		U_ENSG00000284247.1	14
chr7	174366068	174366133	-	0.227863	miRNA	ENSG00000278524.1		U_ENSG00000278524.1	18
chr7	174297321	174297393	-	0.000000	miRNA	ENSG00000199121.4		U_ENSG00000199121.4	18
chr8	74784331	74784445	+	0.148600	misc_RNA	ENSG00000274230.1		U_ENSG00000274230.1	16
chr7	173919830	173919895	-	0.115818	miRNA	ENSG00000283639.1		U_ENSG00000283639.1	18
chr8	74856973	74857065	-	0.066172	snoRNA	ENSG00000251844.1		U_ENSG00000251844.1	16
chr6	201968551	201968636	-	0.000000	miRNA	ENSG00000199032.1		U_ENSG00000199032.1	17
chr8	187862689	187862784	+	0.114515	miRNA	ENSG00000207588.1		U_ENSG00000207588.1	5
chr8	206466495	206466611	+	0.164197	miRNA	ENSG00000278449.1		U_ENSG00000278449.1	5
chr7	194128383	194128470	-	0.008721	snoRNA	ENSG00000212309.1		U_ENSG00000212309.1	18
chr2	268400385	268400471	-	0.123004	miRNA	ENSG00000284469.1		U_ENSG00000284469.1	1
chr3	324269348	324269413	-	0.249223	miRNA	ENSG00000263712.1		U_ENSG00000263712.1	19
chr7	185168716	185168820	+	0.315552	rRNA_pseudogene	ENSG00000222317.1		U_ENSG00000222317.1	18
chr7	181885731	181885826	+	0.366462	miRNA	ENSG00000221782.1		U_ENSG00000221782.1	18
chr8	74782758	74782892	+	0.028367	misc_RNA	ENSG00000273942.1		U_ENSG00000273942.1	16
chr5	248270421	248270546	+	0.114686	snoRNA	ENSG00000200983.1		U_ENSG00000200983.1	13
chr8	74872635	74872735	+	0.000000	miRNA	ENSG00000207586.1		U_ENSG00000207586.1	16
chr7	194112275	194112359	-	0.000000	snoRNA	ENSG00000238317.2		U_ENSG00000238317.2	18
chr1	456139317	456139385	+	0.115400	miRNA	ENSG00000276124.1		U_ENSG00000276124.1	23
chr1	96588979	96589051	+	0.110485	miRNA	ENSG00000284442.1		U_ENSG00000284442.1	12
chr6	201970807	201970899	-	0.000000	miRNA	ENSG00000207605.3		U_ENSG00000207605.3	17
chr8	81393187	81393290	-	0.302009	snRNA	ENSG00000222255.1		U_ENSG00000222255.1	16
chr6	201357911	201357994	-	0.114347	miRNA	ENSG00000284575.1		U_ENSG00000284575.1	17
chr1	332219160	332219239	-	0.072076	miRNA	ENSG00000283717.1		U_ENSG00000283717.1	6
chr7	194114301	194114391	-	0.000000	snoRNA	ENSG00000271852.1		U_ENSG00000271852.1	18
chr8	74789261	74789386	+	0.048790	misc_RNA	ENSG00000273570.1		U_ENSG00000273570.1	16
chr7	173725886	173725950	+	0.000000	miRNA	ENSG00000198973.4		U_ENSG00000198973.4	18
chr7	172652962	172653023	+	0.056821	miRNA	ENSG00000266518.1		U_ENSG00000266518.1	18
chr7	189340255	189340344	-	0.000000	snoRNA	ENSG00000281780.1		U_ENSG00000281780.1	18
chr7	189340229	189340309	-	0.000000	snoRNA	ENSG00000207047.2		U_ENSG00000207047.2	18
chr1	199155705	199155762	-	0.253281	miRNA	ENSG00000264850.1		U_ENSG00000264850.1	27
chr7	188150890	188150981	+	0.153949	miRNA	ENSG00000253008.2		U_ENSG00000253008.2	18
chr7	188086195	188086297	-	0.201843	miRNA	ENSG00000277590.1		U_ENSG00000277590.1	18
chr1	419149411	419149495	+	0.056779	miRNA	ENSG00000207737.1		U_ENSG00000207737.1	23
chr1	476676451	476676522	-	0.000000	miRNA	ENSG00000199017.2		U_ENSG00000199017.2	20
chr4	76167200	76167296	-	0.260752	miRNA	ENSG00000284134.1		U_ENSG00000284134.1	22
chr1	415528683	415528770	-	0.172720	miRNA	ENSG00000266583.1		U_ENSG00000266583.1	23
chr1	453999170	453999249	-	0.000000	miRNA	ENSG00000264823.3		U_ENSG00000264823.3	23
chr1	457104274	457104341	+	0.219596	miRNA	ENSG00000277713.1		U_ENSG00000277713.1	23
chr1	460619631	460619697	+	0.000000	snoRNA	ENSG00000252542.1		U_ENSG00000252542.1	23
chr1	614450627	614450686	+	0.040542	miRNA	ENSG00000273745.1		U_ENSG00000273745.1	20
chr7	173335339	173335429	+	0.000000	miRNA	ENSG00000207647.1		U_ENSG00000207647.1	18
chr1	458235528	458235612	+	0.148922	snoRNA	ENSG00000235284.1		U_ENSG00000235284.1	23
chr1	497005779	497005868	-	0.000000	snoRNA	ENSG00000209042.1		U_ENSG00000209042.1	20
chr4	192397112	192397180	-	0.265801	miRNA	ENSG00000221240.1		U_ENSG00000221240.1	2
chr1	460143430	460143498	+	0.298899	miRNA	ENSG00000273932.1		U_ENSG00000273932.1	23
chr1	497003988	497004073	-	0.047284	snoRNA	ENSG00000212304.1		U_ENSG00000212304.1	20
