gene_id	ref_island	query_island	type	ref_chrom	ref_start	ref_end	ref_len	query_chrom	query_start	query_end	query_len	n_chains	diag_mmd	chain1_ref_from	chain1_ref_to	chain1_q_from	chain1_q_to	chain1_mmd
U_ENSG00000125514.10	R1	Q0	match	chr20	63035564	63035721	157	chrA3	1315301	1316221	920	1	0.0690	0	156	604	776	0.0690
U_ENSG00000128254.17	R0	Q1	match	chr22	31927138	31927306	168	chrD3	21258882	21258954	72	1	0.0982	24	120	0	72	0.0982
U_ENSG00000130600.23	R0	Q12	match	chr11	1995274	1995442	168	chrD1	116057627	116057827	200	1	0.0818	0	168	0	176	0.0818
U_ENSG00000130600.23	R1	Q11	match	chr11	1996010	1996146	136	chrD1	116057051	116057187	136	1	0.0676	4	120	20	136	0.0676
U_ENSG00000130600.23	R2	Q10	match	chr11	1996234	1996354	120	chrD1	116055563	116056659	1096	1	0.0622	0	120	704	832	0.0622
U_ENSG00000130600.23	R3	Q9	match	chr11	1996506	1997810	1304	chrD1	116055307	116055555	248	1	0.0431	4	256	4	248	0.0431
U_ENSG00000130600.23	R4	Q3	match	chr11	2001229	2001637	408	chrD1	116053435	116053763	328	1	0.1065	244	408	112	268	0.1065
U_ENSG00000145063.16	R0	Q14	match	chr2	11105510	11105662	152	chrA3	134915266	134915450	184	1	0.1131	12	152	16	144	0.1131
U_ENSG00000145063.16	R1	Q13	match	chr2	11120762	11120908	146	chrA3	134910779	134911059	280	1	0.1138	4	136	20	156	0.1138
U_ENSG00000145063.16	R2	Q8	match	chr2	11124582	11124723	141	chrA3	134907235	134907579	344	1	0.1265	12	120	180	288	0.1265
U_ENSG00000145063.16	R3	Q6	match	chr2	11128720	11128886	166	chrA3	134905840	134906024	184	1	0.1023	32	164	0	128	0.1023
U_ENSG00000145063.16	R4	Q3	match	chr2	11132024	11132221	197	chrA3	134903336	134903456	120	1	0.0965	52	164	12	120	0.0965
U_ENSG00000146666.5	R0	Q1	match	chr7	47763462	47763578	116	chrA2	64272957	64273141	184	1	0.1005	4	116	72	184	0.1005
U_ENSG00000146666.5	R0	Q2	match	chr7	47763462	47763578	116	chrA2	64273165	64273317	152	1	0.1154	4	116	28	140	0.1154
U_ENSG00000146666.5	R1	Q4	match	chr7	47765920	47766040	120	chrA2	64274488	64274832	344	1	0.0584	0	120	64	196	0.0584
U_ENSG00000146666.5	R1	Q5	match	chr7	47765920	47766040	120	chrA2	64274856	64274992	136	1	0.0844	0	120	20	136	0.0844
U_ENSG00000149443.8	R0	Q0	match	chr20	18799688	18799808	120	chrA3	44251685	44251869	184	1	0.0679	4	120	0	124	0.0679
U_ENSG00000149443.8	R0	Q1	match	chr20	18799688	18799808	120	chrA3	44256718	44256838	120	1	0.0637	16	120	12	116	0.0637
U_ENSG00000151303.13	R0	Q1	match	chr10	86983156	86983228	72	chrA1	5335823	5335959	136	1	0.1398	0	72	40	136	0.1398
U_ENSG00000151303.13	R3	Q3	match	chr10	87009352	87009472	120	chrD2	47218444	47218596	152	1	0.0961	12	116	0	104	0.0961
U_ENSG00000152931.10	R1	Q1	match	chr5	60546261	60546413	152	chrA1	130713188	130713308	120	1	0.0880	0	120	0	120	0.0880
U_ENSG00000152931.10	R3	Q4	match	chr5	60547813	60547933	120	chrA1	130717871	130718023	152	1	0.0987	0	120	24	152	0.0987
U_ENSG00000153363.16	R0	Q5	match	chr1	211432741	211432973	232	chrF1	33867191	33867343	152	1	0.0757	72	172	52	152	0.0757
U_ENSG00000162888.4	R1	Q1	match	chr1	206491452	206491572	120	chrF1	46616919	46617135	216	1	0.0857	12	120	28	136	0.0857
U_ENSG00000162888.4	R2	Q3	match	chr1	206491708	206491892	184	chrF1	46617383	46617535	152	1	0.0905	20	180	0	148	0.0905
U_ENSG00000162888.4	R3	Q4	match	chr1	206491916	206492052	136	chrF1	46617591	46617759	168	1	0.0519	0	104	64	168	0.0519
U_ENSG00000162888.4	R4	Q5	match	chr1	206492172	206492404	232	chrF1	46617815	46617983	168	1	0.0786	0	160	12	168	0.0786
U_ENSG00000162888.4	R6	Q6	match	chr1	206492604	206492980	376	chrF1	46618263	46618559	296	1	0.0610	80	336	0	284	0.0610
U_ENSG00000162888.4	R6	Q7	match	chr1	206492604	206492980	376	chrF1	46618615	46619279	664	1	0.0710	88	368	144	416	0.0710
U_ENSG00000162888.4	R7	Q11	match	chr1	206497617	206497728	111	chrF1	46623249	46623673	424	1	0.0501	0	108	172	280	0.0501
U_ENSG00000163597.18	R2	Q1	match	chr17	76558760	76558896	136	chrE1	58341169	58341273	104	1	0.1142	0	100	0	100	0.1142
U_ENSG00000163597.18	R7	Q4	match	chr17	76714101	76714237	136	chrE1	58462266	58462402	136	1	0.0699	0	128	12	136	0.0699
U_ENSG00000163597.18	R7	Q5	match	chr17	76714101	76714237	136	chrE1	58462522	58462642	120	1	0.1251	20	124	0	104	0.1251
U_ENSG00000163915.7	R0	Q4	match	chr3	185716491	185716584	93	chrC2	84000539	84000819	280	1	0.0575	0	93	28	124	0.0575
U_ENSG00000163915.7	R2	Q1	match	chr3	185724937	185725065	128	chrC2	83991680	83991800	120	1	0.0426	0	104	16	120	0.0426
U_ENSG00000164385.12	R0	Q0	match	chr6	2562413	2562517	104	chrB2	26361380	26361500	120	1	0.0746	0	104	0	104	0.0746
U_ENSG00000165511.7	R3	Q10	match	chr10	45218646	45218739	93	chrD2	50367719	50367919	200	1	0.0000	0	93	64	160	0.0000
U_ENSG00000165511.7	R3	Q9	match	chr10	45218646	45218739	93	chrD2	50367415	50367535	120	1	0.0000	0	93	16	112	0.0000
U_ENSG00000166917.12	R2	Q2	match	chr10	133247916	133248068	152	chrD2	89741883	89742531	648	1	0.0548	0	152	416	572	0.0548
U_ENSG00000167046.4	R0	Q6	match	chr20	62640832	62641176	344	chrA3	1621577	1621937	360	1	0.0825	8	328	4	360	0.0825
U_ENSG00000167046.4	R1	Q5	match	chr20	62641248	62641384	136	chrA3	1621321	1621473	152	1	0.1134	12	108	52	148	0.1134
U_ENSG00000167046.4	R3	Q4	match	chr20	62641792	62641928	136	chrA3	1620793	1621137	344	1	0.0701	0	136	68	208	0.0701
U_ENSG00000167046.4	R4	Q3	match	chr20	62641952	62642136	184	chrA3	1620441	1620641	200	1	0.1174	28	128	44	144	0.1174
U_ENSG00000167046.4	R6	Q1	match	chr20	62643130	62643298	168	chrA3	1619577	1619889	312	1	0.0711	68	168	184	284	0.0711
U_ENSG00000168367.12	R1	Q1	match	chr16	86332462	86332646	184	chrE2	61049463	61049791	328	1	0.0861	52	184	196	328	0.0861
U_ENSG00000168367.12	R2	Q2	match	chr16	86333687	86333836	149	chrE2	61050247	61050511	264	1	0.1334	0	100	0	100	0.1334
U_ENSG00000168367.12	R6	Q5	match	chr16	86338250	86338482	232	chrE2	61054521	61055057	536	1	0.0664	0	100	384	484	0.0664
U_ENSG00000168367.12	R8	Q7	match	chr16	86338749	86338832	83	chrE2	61055273	61055649	376	1	0.0423	0	83	8	104	0.0423
U_ENSG00000168746.9	R0	Q1	match	chr20	44448918	44449038	120	chrA3	16468651	16468755	104	1	0.1094	24	120	0	96	0.1094
U_ENSG00000170919.17	R0	Q10	match	chr13	45341482	45341630	148	chrA1	25636997	25637245	248	1	0.0604	0	116	132	248	0.0604
U_ENSG00000170919.17	R15	Q6	match	chr13	45389360	45389496	136	chrA1	25606798	25606902	104	1	0.0184	20	132	0	104	0.0184
U_ENSG00000170919.17	R8	Q9	match	chr13	45379627	45379699	72	chrA1	25613123	25613323	200	1	0.0943	0	72	68	164	0.0943
U_ENSG00000170919.17	R9	Q8	match	chr13	45387792	45387912	120	chrA1	25607326	25607542	216	1	0.1033	0	100	72	172	0.1033
U_ENSG00000170983.4	R0	Q2	match	chr8	11576849	11577113	264	chrB1	54789141	54789245	104	1	0.0331	52	156	0	104	0.0331
U_ENSG00000170983.4	R1	Q3	match	chr8	11577233	11577317	84	chrB1	54789301	54789437	136	1	0.0000	0	84	4	100	0.0000
U_ENSG00000171671.6	R0	Q1	match	chr11	70863334	70863502	168	chrD1	114714412	114714740	328	1	0.0779	0	164	48	216	0.0779
U_ENSG00000171671.6	R0	Q2	match	chr11	70863334	70863502	168	chrD1	114714764	114714964	200	1	0.0715	8	156	40	192	0.0715
U_ENSG00000171671.6	R3	Q3	match	chr11	70864360	70864544	184	chrD1	114715404	114715540	136	1	0.0770	0	132	4	136	0.0770
U_ENSG00000171671.6	R4	Q4	match	chr11	70864712	70865056	344	chrD1	114715932	114716180	248	1	0.0912	244	344	12	112	0.0912
U_ENSG00000171889.8	R2	Q20	match	chr9	21420174	21420266	92	chrD4	47795171	47795355	184	1	0.0000	0	92	44	140	0.0000
U_ENSG00000171889.8	R3	Q18	match	chr9	21420386	21420634	248	chrD4	47793459	47793915	456	1	0.1043	0	248	52	312	0.1043
U_ENSG00000171987.3	R0	Q1	match	chr11	4577701	4577820	119	chrD1	62562342	62562430	88	1	0.1235	4	100	0	88	0.1235
U_ENSG00000172965.18	R0	Q1	match	chr2	111494885	111495005	120	chrA3	106152042	106152354	312	1	0.0626	0	120	96	220	0.0626
U_ENSG00000173811.11	R0	Q5	match	chr3	42745293	42745509	216	chrC2	150948589	150948693	104	1	0.1279	104	208	0	104	0.1279
U_ENSG00000173811.11	R1	Q3	match	chr3	42745789	42745893	104	chrC2	150947917	150948005	88	1	0.0596	4	100	0	88	0.0596
U_ENSG00000173811.11	R3	Q2	match	chr3	42746413	42746581	168	chrC2	150947501	150947749	248	1	0.0754	40	160	132	248	0.0754
U_ENSG00000173862.4	R0	Q0	match	chr7	33729040	33729160	120	chrA2	126325703	126325823	120	1	0.0148	0	120	0	120	0.0148
U_ENSG00000173862.4	R0	Q1	match	chr7	33729040	33729160	120	chrA2	126325863	126325983	120	1	0.1096	0	108	0	108	0.1096
U_ENSG00000174171.8	R0	Q12	match	chr15	41892761	41893078	317	chrB3	63442702	63443398	696	1	0.0348	0	316	112	436	0.0348
U_ENSG00000174171.8	R1	Q9	match	chr15	41895579	41895718	139	chrB3	63440448	63440552	104	1	0.0739	0	104	0	104	0.0739
U_ENSG00000174171.8	R3	Q7	match	chr15	41896478	41896582	104	chrB3	63439264	63439576	312	1	0.0296	0	104	48	156	0.0296
U_ENSG00000174171.8	R5	Q6	match	chr15	41896846	41897046	200	chrB3	63439152	63439240	88	1	0.0868	76	172	0	88	0.0868
U_ENSG00000174171.8	R6	Q2	match	chr15	41898166	41898299	133	chrB3	63437664	63437928	264	1	0.0701	4	124	136	264	0.0701
U_ENSG00000174171.8	R9	Q1	match	chr15	41899139	41899403	264	chrB3	63436688	63436776	88	1	0.0000	52	148	0	88	0.0000
U_ENSG00000174365.23	R0	Q18	match	chr20	38446406	38446504	98	chrA3	21542231	21542399	168	1	0.0383	0	96	48	144	0.0383
U_ENSG00000174365.23	R2	Q12	match	chr20	38446767	38446983	216	chrA3	21537111	21537263	152	1	0.0721	88	216	0	124	0.0721
U_ENSG00000174365.23	R3	Q10	match	chr20	38447439	38447527	88	chrA3	21536199	21536751	552	1	0.0000	0	88	388	484	0.0000
U_ENSG00000174365.23	R4	Q9	match	chr20	38447535	38447815	280	chrA3	21535959	21536127	168	1	0.0515	0	144	20	168	0.0515
U_ENSG00000174365.23	R5	Q8	match	chr20	38448079	38448407	328	chrA3	21535671	21535807	136	1	0.0537	100	244	0	136	0.0537
U_ENSG00000174365.23	R6	Q7	match	chr20	38448527	38448730	203	chrA3	21535287	21535439	152	1	0.0108	0	152	4	152	0.0108
U_ENSG00000174365.23	R7	Q3	match	chr20	38450261	38450498	237	chrA3	21533532	21533684	152	1	0.0583	72	228	0	152	0.0583
U_ENSG00000174365.23	R8	Q2	match	chr20	38450618	38450834	216	chrA3	21533180	21533444	264	1	0.0374	0	212	40	264	0.0374
U_ENSG00000174370.13	R0	Q0	match	chr11	128875953	128876265	312	chrD1	25838059	25838195	136	1	0.0900	36	172	0	136	0.0900
U_ENSG00000174370.13	R1	Q1	match	chr11	128876353	128876505	152	chrD1	25838315	25838547	232	1	0.0750	0	144	92	232	0.0750
U_ENSG00000174370.13	R1	Q2	match	chr11	128876353	128876505	152	chrD1	25838699	25838851	152	1	0.1320	0	96	20	116	0.1320
U_ENSG00000174370.13	R2	Q7	match	chr11	128904430	128904571	141	chrD1	25866680	25866928	248	1	0.1179	24	140	8	124	0.1179
U_ENSG00000174403.18	R0	Q14	match	chr20	62540316	62540740	424	chrA3	1692544	1692680	136	1	0.0688	108	240	0	128	0.0688
U_ENSG00000174403.18	R2	Q12	match	chr20	62541228	62541332	104	chrA3	1691408	1691896	488	1	0.0537	0	104	284	388	0.0537
U_ENSG00000174403.18	R3	Q11	match	chr20	62541388	62541572	184	chrA3	1690752	1691224	472	1	0.0933	0	160	0	168	0.0933
U_ENSG00000174403.18	R4	Q9	match	chr20	62541988	62542085	97	chrA3	1689808	1690232	424	1	0.0000	0	96	296	392	0.0000
U_ENSG00000174403.18	R6	Q7	match	chr20	62546654	62546858	204	chrA3	1686739	1687019	280	1	0.1071	64	204	52	220	0.1071
U_ENSG00000174403.18	R7	Q2	match	chr20	62549444	62549641	197	chrA3	1683978	1685298	1320	1	0.0539	0	188	852	1056	0.0539
U_ENSG00000174407.16	R0	Q12	match	chr20	62550884	62551038	154	chrA3	1683311	1683895	584	1	0.0894	0	116	436	552	0.0894
U_ENSG00000174407.16	R1	Q9	match	chr20	62553550	62553665	115	chrA3	1680503	1681231	728	1	0.0150	0	112	316	428	0.0150
U_ENSG00000174407.16	R2	Q2	match	chr20	62570488	62570656	168	chrA3	1667315	1667611	296	1	0.0610	32	168	56	196	0.0610
U_ENSG00000175061.21	R0	Q4	match	chr17	16440002	16440138	136	chrE1	9520388	9520588	200	1	0.0417	0	136	28	176	0.0417
U_ENSG00000175604.2	R0	Q9	match	chr16	12087121	12087449	328	chrA2	36576646	36576814	168	1	0.0712	52	164	0	104	0.0712
U_ENSG00000175604.2	R3	Q8	match	chr16	12088033	12088185	152	chrA2	36576070	36576206	136	1	0.0684	0	144	0	136	0.0684
U_ENSG00000175604.2	R4	Q6	match	chr16	12089782	12090062	280	chrA2	36575366	36575550	184	1	0.0370	0	148	28	184	0.0370
U_ENSG00000175728.5	R0	Q1	match	chr11	130713193	130713300	107	chrD1	27480117	27480221	104	1	0.1036	0	104	0	104	0.1036
U_ENSG00000175746.8	R0	Q1	match	chr15	39250697	39250817	120	chrB3	65938307	65938555	248	1	0.0598	0	120	116	248	0.0598
U_ENSG00000175746.8	R2	Q0	match	chr15	39252485	39252653	168	chrB3	65936045	65936117	72	1	0.0433	56	152	0	72	0.0433
U_ENSG00000175773.16	R1	Q2	match	chr11	130445933	130446117	184	chrD1	27214304	27214504	200	1	0.0827	4	172	36	200	0.0827
U_ENSG00000175779.6	R0	Q1	match	chr15	39172978	39173068	90	chrB3	66014483	66014603	120	1	0.1043	0	90	4	100	0.1043
U_ENSG00000176124.16	R0	Q5	match	chr13	50492650	50492754	104	chrA1	21055244	21055316	72	1	0.1086	8	104	0	72	0.1086
U_ENSG00000176124.16	R1	Q2	match	chr13	50527898	50528354	456	chrA1	21024662	21025006	344	1	0.0681	0	360	0	344	0.0681
U_ENSG00000176124.16	R3	Q1	match	chr13	50529546	50529682	136	chrA1	21023142	21023294	152	1	0.1268	0	112	32	144	0.1268
U_ENSG00000176349.12	R0	Q2	match	chr7	1812092	1812260	168	chrE3	1611108	1611308	200	1	0.1483	0	96	0	96	0.1483
U_ENSG00000176349.12	R1	Q5	match	chr7	1843328	1843508	180	chrE3	1626126	1626598	472	1	0.0782	0	172	296	472	0.0782
U_ENSG00000176349.12	R1	Q6	match	chr7	1843328	1843508	180	chrE3	1626622	1626758	136	1	0.0988	20	132	0	112	0.0988
U_ENSG00000176515.1	R0	Q2	match	chr6	1101210	1101296	86	chrB2	27927187	27927371	184	1	0.1215	0	86	24	120	0.1215
U_ENSG00000176515.1	R5	Q1	match	chr6	1104119	1104287	168	chrB2	27924003	27924155	152	1	0.1124	12	168	0	152	0.1124
U_ENSG00000176593.9	R5	Q2	match	chr19	58020029	58020153	124	chrE2	734302	736502	2200	1	0.0849	0	124	1844	1968	0.0849
U_ENSG00000176593.9	R6	Q0	match	chr19	58021633	58021721	88	chrE2	733758	734054	296	1	0.0344	0	88	116	212	0.0344
U_ENSG00000176728.11	R8	Q0	match	chrY	19077073	19077161	88	chrE2	63499060	63499900	840	1	0.0224	0	88	12	108	0.0224
U_ENSG00000176753.5	R1	Q5	match	chr15	40251201	40251353	152	chrB3	64958583	64959103	520	1	0.0398	0	152	272	424	0.0398
U_ENSG00000176753.5	R2	Q4	match	chr15	40251537	40251913	376	chrB3	64957911	64958431	520	1	0.0596	0	376	148	516	0.0596
U_ENSG00000176753.5	R3	Q3	match	chr15	40251969	40252169	200	chrB3	64957719	64957903	184	1	0.0745	0	200	0	184	0.0745
U_ENSG00000176753.5	R4	Q2	match	chr15	40252289	40252441	152	chrB3	64957463	64957583	120	1	0.1193	48	152	8	112	0.1193
U_ENSG00000176753.5	R5	Q1	match	chr15	40252721	40252905	184	chrB3	64956775	64957311	536	1	0.0710	0	184	220	436	0.0710
U_ENSG00000176754.14	R0	Q0	match	chr1	204032810	204033250	440	chrF1	44500080	44500280	200	1	0.0510	12	244	0	200	0.0510
U_ENSG00000176754.14	R1	Q3	match	chr1	204033764	204033867	103	chrF1	44500816	44500968	152	1	0.0000	0	100	12	112	0.0000
U_ENSG00000176754.14	R1	Q4	match	chr1	204033764	204033867	103	chrF1	44500817	44500969	152	1	0.0000	0	100	12	112	0.0000
U_ENSG00000176840.15	R0	Q1	match	chr19	4780946	4781146	200	chrA2	3623000	3623376	376	1	0.0890	0	164	12	176	0.0890
U_ENSG00000176840.15	R0	Q8	match	chr19	4780946	4781146	200	chrA2	3626552	3626704	152	1	0.0566	0	172	0	152	0.0566
U_ENSG00000176868.3	R1	Q1	match	chr9	131497831	131498031	200	chrD4	91472568	91472960	392	1	0.0691	4	148	92	224	0.0691
U_ENSG00000176868.3	R3	Q3	match	chr9	131498583	131498751	168	chrD4	91473928	91474032	104	1	0.1001	8	112	0	104	0.1001
U_ENSG00000176868.3	R6	Q4	match	chr9	131499527	131499807	280	chrD4	91474744	91475008	264	1	0.0677	0	276	0	264	0.0677
U_ENSG00000176912.8	R0	Q3	match	chr18	641319	641403	84	chrD3	45452275	45452411	136	1	0.0619	0	84	36	132	0.0619
U_ENSG00000177112.10	R1	Q1	match	chr11	10606208	10606344	136	chrD1	69069930	69070146	216	1	0.1397	32	128	108	204	0.1397
U_ENSG00000177112.10	R1	Q2	match	chr11	10606208	10606344	136	chrD1	69070490	69070594	104	1	0.0488	32	136	0	104	0.0488
U_ENSG00000177234.7	R1	Q0	match	chr10	120598860	120599172	312	chrD2	78922021	78922221	200	1	0.0696	0	136	12	148	0.0696
U_ENSG00000177234.7	R1	Q3	match	chr10	120598860	120599172	312	chrD2	78922933	78923229	296	1	0.0688	64	192	0	128	0.0688
U_ENSG00000177234.7	R2	Q4	match	chr10	120599260	120599540	280	chrD2	78923445	78924013	568	1	0.0543	0	144	432	568	0.0543
U_ENSG00000177337.10	R0	Q6	match	chr18	3594162	3594240	78	chrD3	42580621	42580709	88	1	0.0951	0	78	0	88	0.0951
U_ENSG00000177337.10	R1	Q5	match	chr18	3596963	3597083	120	chrD3	42578267	42578371	104	1	0.0922	0	96	8	104	0.0922
U_ENSG00000177337.10	R2	Q4	match	chr18	3597379	3597547	168	chrD3	42577803	42577891	88	1	0.0000	52	148	0	88	0.0000
U_ENSG00000177337.10	R3	Q3	match	chr18	3597587	3597739	152	chrD3	42577547	42577715	168	1	0.0860	0	152	12	168	0.0860
U_ENSG00000177337.10	R4	Q2	match	chr18	3597763	3597915	152	chrD3	42577403	42577523	120	1	0.0038	0	120	0	120	0.0038
U_ENSG00000177338.15	R2	Q1	match	chr17	73749834	73750306	472	chrE1	55960539	55960979	440	1	0.0885	0	460	0	416	0.0885
U_ENSG00000177338.15	R2	Q2	match	chr17	73749834	73750306	472	chrE1	55960987	55961123	136	1	0.0333	24	168	0	136	0.0333
U_ENSG00000177338.15	R3	Q5	match	chr17	73823687	73823788	101	chrE1	56027068	56027252	184	1	0.0573	0	100	16	116	0.0573
U_ENSG00000177338.15	R3	Q6	match	chr17	73823687	73823788	101	chrE1	56027340	56027716	376	1	0.0344	0	100	276	376	0.0344
U_ENSG00000177369.12	R0	Q10	match	chr17	49248109	49248229	120	chrE1	38213134	38213222	88	1	0.0412	8	104	0	88	0.0412
U_ENSG00000177369.12	R1	Q6	match	chr17	49252245	49252332	87	chrE1	38210609	38211113	504	1	0.0715	0	87	236	332	0.0715
U_ENSG00000177369.12	R4	Q5	match	chr17	49252788	49252918	130	chrE1	38209985	38210185	200	1	0.1362	28	124	56	152	0.1362
U_ENSG00000177369.12	R5	Q1	match	chr17	49286213	49286443	230	chrE1	38195197	38195349	152	1	0.0811	0	128	0	132	0.0811
U_ENSG00000177406.6	R0	Q1	match	chr12	663383	663759	376	chrB4	37338068	37338396	328	1	0.0630	0	276	40	328	0.0630
U_ENSG00000177410.14	R12	Q7	match	chr20	49299168	49299288	120	chrA3	12588744	12588896	152	1	0.1251	4	104	24	124	0.1251
U_ENSG00000177410.14	R2	Q11	match	chr20	49295402	49295704	302	chrA3	12593968	12594152	184	1	0.0115	4	232	0	184	0.0115
U_ENSG00000177410.14	R3	Q10	match	chr20	49295968	49296056	88	chrA3	12593520	12593672	152	1	0.0000	0	88	40	136	0.0000
U_ENSG00000177410.14	R5	Q9	match	chr20	49296448	49296648	200	chrA3	12592592	12592680	88	1	0.0444	28	124	0	88	0.0444
U_ENSG00000177410.14	R9	Q8	match	chr20	49297568	49297800	232	chrA3	12592048	12592232	184	1	0.0960	0	160	24	184	0.0960
U_ENSG00000177640.17	R0	Q1	match	chr10	118047015	118047087	72	chrD2	76681429	76681613	184	1	0.0735	0	72	64	160	0.0735
U_ENSG00000177640.17	R1	Q2	match	chr10	118209251	118209563	312	chrD2	76828827	76829091	264	1	0.0530	32	308	0	264	0.0530
U_ENSG00000177699.4	R1	Q1	match	chr15	78979080	78979232	152	chrB3	810274	810666	392	1	0.1223	0	128	236	364	0.1223
U_ENSG00000177699.4	R1	Q2	match	chr15	78979080	78979232	152	chrB3	810738	810874	136	1	0.1250	0	124	4	136	0.1250
U_ENSG00000177699.4	R2	Q5	match	chr15	78984586	78984722	136	chrB3	815715	815899	184	1	0.0857	0	132	8	140	0.0857
U_ENSG00000177725.6	R2	Q2	match	chr8	22169689	22169889	200	chrB1	35999870	36000022	152	1	0.0916	24	196	0	152	0.0916
U_ENSG00000177725.6	R3	Q1	match	chr8	22169961	22170353	392	chrB1	35999342	35999846	504	1	0.0792	16	364	132	504	0.0792
U_ENSG00000177788.7	R4	Q6	match	chr1	229258600	229258816	216	chrD2	19196014	19196134	120	1	0.0976	0	108	8	116	0.0976
U_ENSG00000177788.7	R6	Q4	match	chr1	229259016	229259120	104	chrD2	19195342	19195462	120	1	0.1410	0	96	24	120	0.1410
U_ENSG00000177788.7	R7	Q1	match	chr1	229270982	229271102	120	chrD2	19185660	19186180	520	1	0.0706	0	120	44	164	0.0706
U_ENSG00000177800.2	R0	Q5	match	chr1	229249859	229250267	408	chrD2	19204835	19204939	104	1	0.0594	308	404	0	96	0.0594
U_ENSG00000177993.4	R1	Q5	match	chr22	29025337	29025505	168	chrD3	23741899	23742051	152	1	0.0697	36	168	0	120	0.0697
U_ENSG00000177993.4	R4	Q3	match	chr22	29026713	29026801	88	chrD3	23740923	23741059	136	1	0.0000	0	88	4	100	0.0000
U_ENSG00000178243.4	R0	Q8	match	chr9	135343248	135343471	223	chrD4	92927673	92927825	152	1	0.0816	32	204	0	152	0.0816
U_ENSG00000178243.4	R1	Q7	match	chr9	135344021	135344270	249	chrD4	92926985	92927633	648	1	0.0886	0	248	380	648	0.0886
U_ENSG00000178243.4	R2	Q3	match	chr9	135345326	135345814	488	chrD4	92926099	92926267	168	1	0.1452	16	112	68	164	0.1452
