gene_id	ref_island	query_island	type	ref_chrom	ref_start	ref_end	ref_len	query_chrom	query_start	query_end	query_len	n_chains	diag_mmd	chain1_ref_from	chain1_ref_to	chain1_q_from	chain1_q_to	chain1_mmd
U_ENSG00000122043.13	R0	Q2	match	chr13	29947602	29947771	169	chr12	30717357	30717637	280	1	0.1063	0	168	8	176	0.1063
U_ENSG00000122548.6	R1	Q0	match	chr7	26534756	26534940	184	chr4	69416664	69416880	216	1	0.0602	28	184	0	176	0.0602
U_ENSG00000124835.2	R0	Q0	match	chr2	237049804	237050036	232	chr3	116519995	116520211	216	1	0.0632	0	144	48	208	0.0632
U_ENSG00000124835.2	R2	Q1	match	chr2	237055426	237055594	168	chr3	116525442	116525562	120	1	0.0943	44	140	16	112	0.0943
U_ENSG00000124915.11	R0	Q2	match	chr11	61746492	61746805	313	chr29	40190543	40191015	472	1	0.0801	0	312	48	356	0.0801
U_ENSG00000124915.11	R1	Q3	match	chr11	61747384	61747463	79	chr29	40191167	40191591	424	1	0.1424	0	79	236	332	0.1424
U_ENSG00000124915.11	R2	Q6	match	chr11	61748542	61749368	826	chr29	40192991	40193175	184	1	0.0665	268	484	0	184	0.0665
U_ENSG00000124915.11	R3	Q11	match	chr11	61757082	61757211	129	chr29	40201349	40201757	408	1	0.1422	0	104	56	160	0.1422
U_ENSG00000124915.11	R3	Q12	match	chr11	61757082	61757211	129	chr29	40201845	40202029	184	1	0.0566	0	128	56	180	0.0566
U_ENSG00000124915.11	R4	Q13	match	chr11	61757526	61757677	151	chr29	40202181	40203053	872	1	0.0342	0	148	548	716	0.0342
U_ENSG00000128254.17	R0	Q2	match	chr22	31927138	31927306	168	chr17	70489581	70489797	216	1	0.0360	0	152	44	216	0.0360
U_ENSG00000130600.23	R0	Q17	match	chr11	1995274	1995442	168	chr29	49513039	49513815	776	1	0.0696	0	168	16	224	0.0696
U_ENSG00000130600.23	R1	Q16	match	chr11	1996010	1996146	136	chr29	49512463	49512631	168	1	0.0580	8	136	0	124	0.0580
U_ENSG00000130600.23	R2	Q15	match	chr11	1996234	1996354	120	chr29	49511903	49512407	504	1	0.0670	0	120	132	276	0.0670
U_ENSG00000130600.23	R3	Q12	match	chr11	1996506	1997810	1304	chr29	49510831	49511015	184	1	0.0737	888	1044	16	164	0.0737
U_ENSG00000130600.23	R4	Q9	match	chr11	2001229	2001637	408	chr29	49508735	49509207	472	1	0.0730	36	360	12	368	0.0730
U_ENSG00000131007.10	R0	Q0	match	chrY	18587419	18587507	88	chrX	129738847	129739063	216	1	0.0242	0	88	100	196	0.0242
U_ENSG00000132204.15	R1	Q1	match	chr18	1358797	1358894	97	chr24	35911490	35911610	120	1	0.0858	0	96	20	116	0.0858
U_ENSG00000132204.15	R2	Q0	match	chr18	1407036	1407220	184	chr24	35910546	35910618	72	1	0.0588	4	100	0	72	0.0588
U_ENSG00000136315.7	R0	Q3	match	chr14	20919672	20919776	104	chr10	26195216	26195576	360	1	0.0515	0	104	52	156	0.0515
U_ENSG00000145063.16	R0	Q17	match	chr2	11105510	11105662	152	chr11	86663319	86663679	360	1	0.0868	0	152	60	216	0.0868
U_ENSG00000145063.16	R1	Q10	match	chr2	11120762	11120908	146	chr11	86656132	86656300	168	1	0.1138	0	144	8	160	0.1138
U_ENSG00000145063.16	R2	Q7	match	chr2	11124582	11124723	141	chr11	86655618	86655770	152	1	0.1091	0	116	0	112	0.1091
U_ENSG00000145063.16	R3	Q2	match	chr2	11128720	11128886	166	chr11	86654018	86654346	328	1	0.1206	32	164	0	132	0.1206
U_ENSG00000145063.16	R4	Q1	match	chr2	11132024	11132221	197	chr11	86652233	86652833	600	1	0.0878	12	184	188	372	0.0878
U_ENSG00000146666.5	R0	Q2	match	chr7	47763462	47763578	116	chr4	74659945	74660081	136	1	0.0256	0	116	0	116	0.0256
U_ENSG00000146666.5	R1	Q1	match	chr7	47765920	47766040	120	chr4	74657416	74657520	104	1	0.1008	4	100	0	96	0.1008
U_ENSG00000151303.13	R1	Q1	match	chr10	86992394	86992469	75	chr28	13199790	13199862	72	1	0.0708	0	75	0	72	0.0708
U_ENSG00000151303.13	R1	Q4	match	chr10	86992394	86992469	75	chr28	41586789	41586909	120	1	0.0588	0	75	16	112	0.0588
U_ENSG00000151303.13	R3	Q5	match	chr10	87009352	87009472	120	chr28	41586933	41587101	168	1	0.0209	0	120	24	164	0.0209
U_ENSG00000151303.13	R3	Q8	match	chr10	87009352	87009472	120	chr2	96018917	96019261	344	1	0.0310	0	120	184	312	0.0310
U_ENSG00000151303.13	R4	Q9	match	chr10	87009544	87009840	296	chr2	96019381	96019645	264	1	0.0577	0	124	4	136	0.0577
U_ENSG00000152931.10	R0	Q7	match	chr5	60529403	60529479	76	chr20	18703742	18703862	120	1	0.0783	0	76	0	96	0.0783
U_ENSG00000152931.10	R1	Q6	match	chr5	60546261	60546413	152	chr20	18689097	18689233	136	1	0.0408	4	128	12	136	0.0408
U_ENSG00000152931.10	R3	Q2	match	chr5	60547813	60547933	120	chr20	18685692	18685812	120	1	0.1139	12	116	0	104	0.1139
U_ENSG00000153363.16	R4	Q15	match	chr1	211434309	211434413	104	chr16	71984701	71984837	136	1	0.0989	0	96	0	96	0.0989
U_ENSG00000153363.16	R5	Q10	match	chr1	211434437	211434557	120	chr16	71982861	71983141	280	1	0.0739	20	116	48	144	0.0739
U_ENSG00000157306.15	R0	Q17	match	chr14	23513348	23513490	142	chr10	21431441	21431641	200	1	0.0356	0	140	40	196	0.0356
U_ENSG00000157306.15	R12	Q4	match	chr14	23559575	23559647	72	chr10	21389586	21389850	264	1	0.0484	0	72	84	180	0.0484
U_ENSG00000157306.15	R13	Q2	match	chr14	23559831	23560111	280	chr10	21388962	21389210	248	1	0.0589	4	256	0	248	0.0589
U_ENSG00000157306.15	R14	Q1	match	chr14	23560199	23560319	120	chr10	21388722	21388858	136	1	0.0459	0	116	16	136	0.0459
U_ENSG00000157306.15	R2	Q16	match	chr14	23513978	23514178	200	chr10	21430769	21431433	664	1	0.0691	0	200	308	524	0.0691
U_ENSG00000157306.15	R4	Q15	match	chr14	23514298	23514553	255	chr10	21430641	21430761	120	1	0.0834	140	244	16	120	0.0834
U_ENSG00000157306.15	R5	Q10	match	chr14	23542158	23542255	97	chr10	21403977	21404161	184	1	0.0000	0	96	24	120	0.0000
U_ENSG00000157306.15	R7	Q8	match	chr14	23543557	23543693	136	chr10	21403177	21403345	168	1	0.1067	0	112	40	152	0.1067
U_ENSG00000157306.15	R9	Q5	match	chr14	23558759	23558991	232	chr10	21390050	21390490	440	1	0.0450	0	212	244	440	0.0450
U_ENSG00000162888.4	R1	Q3	match	chr1	206491452	206491572	120	chr16	4279279	4279511	232	1	0.0607	0	120	96	216	0.0607
U_ENSG00000162888.4	R3	Q4	match	chr1	206491916	206492052	136	chr16	4279535	4279671	136	1	0.0934	0	136	0	136	0.0934
U_ENSG00000162888.4	R3	Q5	match	chr1	206491916	206492052	136	chr16	4279695	4280183	488	1	0.0460	8	116	52	160	0.0460
U_ENSG00000162888.4	R5	Q6	match	chr1	206492412	206492548	136	chr16	4280559	4281703	1144	1	0.0719	0	136	960	1096	0.0719
U_ENSG00000162888.4	R7	Q9	match	chr1	206497617	206497728	111	chr16	4285138	4285578	440	1	0.1052	4	108	228	332	0.1052
U_ENSG00000163364.13	R0	Q6	match	chr2	176611724	176611876	152	chr2	20282382	20282582	200	1	0.0636	0	148	4	148	0.0636
U_ENSG00000163364.13	R1	Q4	match	chr2	176612828	176612948	120	chr2	20281102	20281254	152	1	0.1004	0	120	20	152	0.1004
U_ENSG00000163597.18	R0	Q7	match	chr17	76558088	76558208	120	chr19	55198377	55198513	136	1	0.1166	12	108	0	96	0.1166
U_ENSG00000163597.18	R2	Q6	match	chr17	76558760	76558896	136	chr19	55197961	55198081	120	1	0.1324	8	112	16	120	0.1324
U_ENSG00000163597.18	R7	Q2	match	chr17	76714101	76714237	136	chr19	55062516	55062668	152	1	0.0624	0	136	16	144	0.0624
U_ENSG00000164385.12	R1	Q1	match	chr6	2562861	2563013	152	chr23	50999681	50999769	88	1	0.0744	36	132	0	88	0.0744
U_ENSG00000165511.7	R3	Q14	match	chr10	45218646	45218739	93	chr28	44551354	44551458	104	1	0.0000	0	93	8	104	0.0000
U_ENSG00000166917.12	R2	Q1	match	chr10	133247916	133248068	152	chr26	25761392	25761544	152	1	0.1206	0	116	28	144	0.1206
U_ENSG00000167046.4	R0	Q6	match	chr20	62640832	62641176	344	chr13	54697648	54697832	184	1	0.0800	204	340	32	184	0.0800
U_ENSG00000167046.4	R1	Q5	match	chr20	62641248	62641384	136	chr13	54697216	54697544	328	1	0.0610	0	112	116	228	0.0610
U_ENSG00000167046.4	R5	Q4	match	chr20	62642240	62642360	120	chr13	54696240	54696376	136	1	0.0858	0	116	8	124	0.0858
U_ENSG00000167046.4	R6	Q1	match	chr20	62643130	62643298	168	chr13	54694672	54695176	504	1	0.0677	8	168	276	444	0.0677
U_ENSG00000168367.12	R0	Q1	match	chr16	86332126	86332374	248	chr18	12171771	12172035	264	1	0.0359	0	160	24	192	0.0359
U_ENSG00000168367.12	R1	Q4	match	chr16	86332462	86332646	184	chr18	12172747	12173011	264	1	0.0568	44	184	0	148	0.0568
U_ENSG00000168367.12	R4	Q7	match	chr16	86337681	86337810	129	chr18	12174636	12175044	408	1	0.0860	0	128	52	184	0.0860
U_ENSG00000168367.12	R5	Q8	match	chr16	86337898	86338226	328	chr18	12175308	12175540	232	1	0.0922	104	236	0	124	0.0922
U_ENSG00000168746.9	R0	Q0	match	chr20	44448918	44449038	120	chr13	72867278	72867398	120	1	0.1133	24	120	0	96	0.1133
U_ENSG00000170161.8	R0	Q0	match	chr9	62897408	62897560	152	chr8	66109742	66109878	136	1	0.0510	28	124	28	124	0.0510
U_ENSG00000170161.8	R1	Q1	match	chr9	62928947	62929083	136	chr8	66109998	66110310	312	1	0.0247	0	136	4	156	0.0247
U_ENSG00000170919.17	R0	Q2	match	chr13	45341482	45341630	148	chr12	15476073	15476225	152	1	0.0703	0	116	36	152	0.0703
U_ENSG00000170919.17	R15	Q8	match	chr13	45389360	45389496	136	chr12	15511814	15511982	168	1	0.0956	12	128	56	168	0.0956
U_ENSG00000170919.17	R8	Q4	match	chr13	45379627	45379699	72	chr12	15481494	15481694	200	1	0.0000	0	72	60	156	0.0000
U_ENSG00000170919.17	R9	Q6	match	chr13	45387792	45387912	120	chr12	15511382	15511518	136	1	0.0499	0	120	0	124	0.0499
U_ENSG00000170983.4	R1	Q6	match	chr8	11577233	11577317	84	chr8	7813870	7814326	456	1	0.0110	0	84	196	292	0.0110
U_ENSG00000170983.4	R2	Q3	match	chr8	11578369	11578533	164	chr8	7813070	7813206	136	1	0.0956	28	144	0	112	0.0956
U_ENSG00000171889.8	R0	Q45	match	chr9	21403297	21403415	118	chr8	23066531	23066667	136	1	0.0255	16	116	36	136	0.0255
U_ENSG00000171889.8	R1	Q37	match	chr9	21418399	21418689	290	chr8	23013874	23014026	152	1	0.1379	152	248	20	116	0.1379
U_ENSG00000171889.8	R2	Q21	match	chr9	21420174	21420266	92	chr8	22963783	22964047	264	1	0.0865	0	92	128	224	0.0865
U_ENSG00000171889.8	R3	Q7	match	chr9	21420386	21420634	248	chr8	22762780	22763140	360	1	0.0420	0	248	76	340	0.0420
U_ENSG00000171987.3	R0	Q5	match	chr11	4577701	4577820	119	chr15	50465111	50465279	168	1	0.0761	0	100	36	136	0.0761
U_ENSG00000172965.18	R0	Q1	match	chr2	111494885	111495005	120	chr11	859060	859292	232	1	0.0697	0	120	12	140	0.0697
U_ENSG00000173811.11	R0	Q1	match	chr3	42745293	42745509	216	chr22	14855183	14855271	88	1	0.1410	12	108	0	88	0.1410
U_ENSG00000173811.11	R0	Q2	match	chr3	42745293	42745509	216	chr22	14855567	14855671	104	1	0.1168	120	216	8	104	0.1168
U_ENSG00000173811.11	R1	Q3	match	chr3	42745789	42745893	104	chr22	14855759	14855895	136	1	0.1468	0	96	4	100	0.1468
U_ENSG00000173811.11	R2	Q4	match	chr3	42746173	42746325	152	chr22	14855919	14856039	120	1	0.0823	44	152	0	108	0.0823
U_ENSG00000173811.11	R3	Q5	match	chr3	42746413	42746581	168	chr22	14856063	14856519	456	1	0.0517	0	168	252	428	0.0517
U_ENSG00000173862.4	R0	Q2	match	chr7	33729040	33729160	120	chr4	63113681	63113817	136	1	0.1297	0	108	28	136	0.1297
U_ENSG00000174171.8	R0	Q2	match	chr15	41892761	41893078	317	chr10	37287678	37288358	680	1	0.0487	0	316	104	432	0.0487
U_ENSG00000174171.8	R1	Q7	match	chr15	41895579	41895718	139	chr10	37291572	37291660	88	1	0.0792	0	96	0	88	0.0792
U_ENSG00000174171.8	R4	Q9	match	chr15	41896590	41896838	248	chr10	37292228	37292380	152	1	0.0857	64	224	4	152	0.0857
U_ENSG00000174171.8	R5	Q10	match	chr15	41896846	41897046	200	chr10	37292436	37292652	216	1	0.0856	8	200	0	196	0.0856
U_ENSG00000174171.8	R6	Q12	match	chr15	41898166	41898299	133	chr10	37293636	37293900	264	1	0.0721	0	120	52	180	0.0721
U_ENSG00000174171.8	R6	Q13	match	chr15	41898166	41898299	133	chr10	37294004	37294092	88	1	0.0963	16	112	0	88	0.0963
U_ENSG00000174171.8	R7	Q14	match	chr15	41898515	41898619	104	chr10	37294308	37294428	120	1	0.1172	0	96	4	100	0.1172
U_ENSG00000174171.8	R9	Q15	match	chr15	41899139	41899403	264	chr10	37294772	37294940	168	1	0.0439	72	256	0	168	0.0439
U_ENSG00000174365.23	R0	Q1	match	chr20	38446406	38446504	98	chr13	67335347	67335483	136	1	0.0851	0	96	28	124	0.0851
U_ENSG00000174365.23	R0	Q3	match	chr20	38446406	38446504	98	chr13	67337139	67337387	248	1	0.0323	0	96	116	212	0.0323
U_ENSG00000174365.23	R2	Q5	match	chr20	38446767	38446983	216	chr13	67339539	67339707	168	1	0.0935	56	216	8	168	0.0935
U_ENSG00000174365.23	R2	Q6	match	chr20	38446767	38446983	216	chr13	67339811	67339883	72	1	0.0941	108	204	0	72	0.0941
U_ENSG00000174365.23	R3	Q7	match	chr20	38447439	38447527	88	chr13	67340019	67340443	424	1	0.0804	0	88	180	276	0.0804
U_ENSG00000174365.23	R4	Q9	match	chr20	38447535	38447815	280	chr13	67340595	67340811	216	1	0.0419	68	168	0	100	0.0419
U_ENSG00000174365.23	R5	Q13	match	chr20	38448079	38448407	328	chr13	67341795	67342699	904	1	0.0647	0	328	552	852	0.0647
U_ENSG00000174365.23	R6	Q15	match	chr20	38448527	38448730	203	chr13	67343347	67343563	216	1	0.0484	20	200	0	196	0.0484
U_ENSG00000174365.23	R6	Q16	match	chr20	38448527	38448730	203	chr13	67343571	67343851	280	1	0.0919	36	200	88	272	0.0919
U_ENSG00000174365.23	R7	Q19	match	chr20	38450261	38450498	237	chr13	67344847	67345063	216	1	0.0728	12	236	0	216	0.0728
U_ENSG00000174365.23	R8	Q20	match	chr20	38450618	38450834	216	chr13	67345103	67345463	360	1	0.0404	0	216	24	320	0.0404
U_ENSG00000174365.23	R8	Q21	match	chr20	38450618	38450834	216	chr13	67345487	67345879	392	1	0.0739	48	192	32	176	0.0739
U_ENSG00000174370.13	R1	Q2	match	chr11	128876353	128876505	152	chr29	32274145	32274409	264	1	0.0783	0	144	104	264	0.0783
U_ENSG00000174403.18	R0	Q14	match	chr20	62540316	62540740	424	chr13	54757530	54757810	280	1	0.0821	116	316	76	276	0.0821
U_ENSG00000174403.18	R1	Q12	match	chr20	62540988	62541188	200	chr13	54756682	54756962	280	1	0.0497	16	200	52	272	0.0497
U_ENSG00000174403.18	R3	Q11	match	chr20	62541388	62541572	184	chr13	54756074	54756530	456	1	0.0318	0	184	260	432	0.0318
U_ENSG00000174403.18	R4	Q10	match	chr20	62541988	62542085	97	chr13	54755546	54756034	488	1	0.0251	0	96	204	300	0.0251
U_ENSG00000174403.18	R6	Q7	match	chr20	62546654	62546858	204	chr13	54751872	54753096	1224	1	0.0638	0	200	8	268	0.0638
U_ENSG00000174403.18	R7	Q4	match	chr20	62549444	62549641	197	chr13	54750121	54751025	904	1	0.0589	0	196	420	652	0.0589
U_ENSG00000174407.16	R0	Q12	match	chr20	62550884	62551038	154	chr13	54749119	54749431	312	1	0.0843	0	96	216	312	0.0843
U_ENSG00000174407.16	R1	Q7	match	chr20	62553550	62553665	115	chr13	54746425	54746801	376	1	0.0501	0	112	160	268	0.0501
U_ENSG00000174407.16	R2	Q1	match	chr20	62570488	62570656	168	chr13	54734081	54734169	88	1	0.0820	8	104	0	88	0.0820
U_ENSG00000175061.21	R0	Q2	match	chr17	16440002	16440138	136	chr19	33210734	33210934	200	1	0.0593	0	136	0	140	0.0593
U_ENSG00000175147.13	R1	Q21	match	chr1	15112151	15112511	360	chr16	52391507	52391691	184	1	0.0651	224	332	76	184	0.0651
U_ENSG00000175147.13	R10	Q13	match	chr1	15116839	15116927	88	chr16	52387244	52387492	248	1	0.0283	0	88	96	192	0.0283
U_ENSG00000175147.13	R11	Q12	match	chr1	15117143	15117439	296	chr16	52386652	52386804	152	1	0.0601	108	260	0	152	0.0601
U_ENSG00000175147.13	R12	Q11	match	chr1	15117511	15117807	296	chr16	52385980	52386644	664	1	0.0630	12	252	428	656	0.0630
U_ENSG00000175147.13	R13	Q10	match	chr1	15118569	15118705	136	chr16	52385484	52385620	136	1	0.0346	0	132	4	136	0.0346
U_ENSG00000175147.13	R14	Q8	match	chr1	15118713	15118881	168	chr16	52384988	52385108	120	1	0.1090	28	124	8	104	0.1090
U_ENSG00000175147.13	R2	Q20	match	chr1	15112567	15112735	168	chr16	52391299	52391467	168	1	0.0823	0	148	12	168	0.0823
U_ENSG00000175147.13	R3	Q18	match	chr1	15112743	15112879	136	chr16	52390787	52391019	232	1	0.0740	12	136	0	128	0.0740
U_ENSG00000175147.13	R5	Q17	match	chr1	15113911	15114207	296	chr16	52390044	52390196	152	1	0.0751	140	292	4	152	0.0751
U_ENSG00000175147.13	R7	Q16	match	chr1	15114631	15115135	504	chr16	52388716	52389172	456	1	0.0706	84	472	72	456	0.0706
U_ENSG00000175604.2	R0	Q1	match	chr16	12087121	12087449	328	chr25	10782637	10782757	120	1	0.1000	52	148	24	120	0.1000
U_ENSG00000175604.2	R3	Q2	match	chr16	12088033	12088185	152	chr25	10783021	10783173	152	1	0.0665	0	148	8	152	0.0665
U_ENSG00000175604.2	R4	Q3	match	chr16	12089782	12090062	280	chr25	10783197	10783349	152	1	0.0895	0	108	0	108	0.0895
U_ENSG00000175604.2	R4	Q4	match	chr16	12089782	12090062	280	chr25	10783405	10783653	248	1	0.0281	0	236	56	248	0.0281
U_ENSG00000175728.5	R0	Q3	match	chr11	130713193	130713300	107	chr29	36796738	36796874	136	1	0.0000	0	104	8	116	0.0000
U_ENSG00000175746.8	R0	Q0	match	chr15	39250697	39250817	120	chr10	34861060	34861148	88	1	0.0723	0	96	0	88	0.0723
U_ENSG00000175746.8	R1	Q1	match	chr15	39252053	39252125	72	chr10	34862306	34862426	120	1	0.0000	0	72	4	100	0.0000
U_ENSG00000175746.8	R2	Q2	match	chr15	39252485	39252653	168	chr10	34862658	34862794	136	1	0.1485	16	112	40	136	0.1485
U_ENSG00000175773.16	R0	Q3	match	chr11	130393494	130393573	79	chr29	36506285	36506421	136	1	0.0467	0	79	40	136	0.0467
U_ENSG00000175773.16	R1	Q8	match	chr11	130445933	130446117	184	chr29	36557544	36557696	152	1	0.0526	0	184	4	152	0.0526
U_ENSG00000175779.6	R0	Q1	match	chr15	39172978	39173068	90	chr10	34769311	34769431	120	1	0.0549	0	90	20	116	0.0549
U_ENSG00000175779.6	R0	Q2	match	chr15	39172978	39173068	90	chr10	34769567	34769879	312	1	0.0000	0	90	160	256	0.0000
U_ENSG00000176124.16	R2	Q0	match	chr13	50529290	50529410	120	chr12	19966669	19966805	136	1	0.0498	0	108	24	136	0.0498
U_ENSG00000176349.12	R0	Q7	match	chr7	1812092	1812260	168	chr25	41224999	41225407	408	1	0.0710	0	156	88	244	0.0710
U_ENSG00000176349.12	R1	Q2	match	chr7	1843328	1843508	180	chr25	41211052	41211588	536	1	0.0502	0	164	256	444	0.0502
U_ENSG00000176515.1	R0	Q11	match	chr6	1101210	1101296	86	chr23	51856201	51856417	216	1	0.0492	0	86	0	96	0.0492
U_ENSG00000176515.1	R1	Q10	match	chr6	1101975	1102095	120	chr23	51855849	51856081	232	1	0.0866	0	112	16	128	0.0866
U_ENSG00000176515.1	R3	Q8	match	chr6	1102503	1102719	216	chr23	51854937	51855153	216	1	0.0559	64	188	0	124	0.0559
U_ENSG00000176515.1	R4	Q5	match	chr6	1103447	1103615	168	chr23	51854201	51854513	312	1	0.1104	0	128	56	192	0.1104
U_ENSG00000176515.1	R6	Q2	match	chr6	1104599	1104671	72	chr23	51853209	51853361	152	1	0.1217	0	72	52	148	0.1217
U_ENSG00000176593.9	R4	Q0	match	chr19	58003813	58003981	168	chr18	65487689	65487969	280	1	0.0844	32	128	52	148	0.0844
U_ENSG00000176593.9	R6	Q1	match	chr19	58021633	58021721	88	chr18	65488137	65488417	280	1	0.0693	0	88	112	208	0.0693
U_ENSG00000176605.9	R0	Q0	match	chr14	98711692	98711786	94	chr21	63697957	63698093	136	1	0.1292	0	94	20	116	0.1292
U_ENSG00000176605.9	R3	Q4	match	chr14	98716300	98716390	90	chr21	63704329	63704657	328	1	0.0000	0	90	92	188	0.0000
U_ENSG00000176605.9	R3	Q5	match	chr14	98716300	98716390	90	chr21	63704777	63704849	72	1	0.1363	0	90	0	72	0.1363
U_ENSG00000176728.11	R7	Q0	match	chrY	19043056	19043176	120	chr18	14445812	14446044	232	1	0.1015	8	116	24	132	0.1015
U_ENSG00000176728.11	R8	Q1	match	chrY	19077073	19077161	88	chr18	14446068	14446444	376	1	0.0770	0	88	72	168	0.0770
U_ENSG00000176728.11	R8	Q2	match	chrY	19077073	19077161	88	chr18	14446500	14446588	88	1	0.0503	0	88	0	88	0.0503
U_ENSG00000176753.5	R1	Q0	match	chr15	40251201	40251353	152	chr10	35865458	35865690	232	1	0.0542	0	152	60	208	0.0542
U_ENSG00000176753.5	R2	Q1	match	chr15	40251537	40251913	376	chr10	35865746	35866234	488	1	0.0682	0	376	128	488	0.0682
U_ENSG00000176753.5	R5	Q3	match	chr15	40252721	40252905	184	chr10	35867042	35867242	200	1	0.0777	0	164	0	200	0.0777
U_ENSG00000176754.14	R0	Q2	match	chr1	204032810	204033250	440	chr16	1825529	1825985	456	1	0.0759	80	404	144	456	0.0759
U_ENSG00000176840.15	R0	Q2	match	chr19	4780946	4781146	200	chr7	19365002	19365218	216	1	0.0516	20	168	16	168	0.0516
U_ENSG00000176868.3	R1	Q1	match	chr9	131497831	131498031	200	chr11	101619188	101619356	168	1	0.0697	84	200	48	168	0.0697
U_ENSG00000176868.3	R2	Q2	match	chr9	131498391	131498527	136	chr11	101619748	101619884	136	1	0.0334	0	128	8	136	0.0334
U_ENSG00000176868.3	R3	Q3	match	chr9	131498583	131498751	168	chr11	101620036	101620204	168	1	0.1164	28	128	68	168	0.1164
U_ENSG00000176868.3	R5	Q4	match	chr9	131499079	131499455	376	chr11	101620548	101620700	152	1	0.0685	104	256	0	152	0.0685
U_ENSG00000176868.3	R6	Q5	match	chr9	131499527	131499807	280	chr11	101620852	101621196	344	1	0.0504	24	244	0	212	0.0504
U_ENSG00000176912.8	R0	Q0	match	chr18	641319	641403	84	chr24	35539578	35539682	104	1	0.0380	0	84	4	100	0.0380
U_ENSG00000177112.10	R0	Q4	match	chr11	10541341	10541477	136	chr15	42143137	42143225	88	1	0.0910	12	108	0	88	0.0910
U_ENSG00000177112.10	R1	Q2	match	chr11	10606208	10606344	136	chr15	42065321	42065489	168	1	0.1260	24	128	40	144	0.1260
U_ENSG00000177133.15	R0	Q4	match	chr1	3061106	3061253	147	chr16	49993025	49994553	1528	1	0.0492	0	144	1152	1304	0.0492
U_ENSG00000177337.10	R1	Q4	match	chr18	3596963	3597083	120	chr24	37639120	37639256	136	1	0.1226	0	112	24	136	0.1226
U_ENSG00000177337.10	R1	Q5	match	chr18	3596963	3597083	120	chr24	37639264	37639496	232	1	0.1092	0	120	52	168	0.1092
U_ENSG00000177337.10	R3	Q6	match	chr18	3597587	3597739	152	chr24	37639840	37640056	216	1	0.0416	0	152	44	208	0.0416
U_ENSG00000177337.10	R4	Q7	match	chr18	3597763	3597915	152	chr24	37640112	37640424	312	1	0.0229	0	152	136	296	0.0229
U_ENSG00000177338.15	R2	Q11	match	chr17	73749834	73750306	472	chr19	57586917	57587421	504	1	0.0708	0	456	76	504	0.0708
U_ENSG00000177338.15	R3	Q7	match	chr17	73823687	73823788	101	chr19	57519382	57519502	120	1	0.0700	0	100	0	100	0.0700
U_ENSG00000177340.5	R0	Q0	match	chr12	31324555	31324691	136	chr5	78660331	78660483	152	1	0.0640	20	120	0	100	0.0640
U_ENSG00000177369.12	R0	Q9	match	chr17	49248109	49248229	120	chr19	37333552	37333688	136	1	0.0619	0	120	16	136	0.0619
U_ENSG00000177369.12	R1	Q6	match	chr17	49252245	49252332	87	chr19	37330928	37331512	584	1	0.0000	0	87	204	300	0.0000
U_ENSG00000177369.12	R2	Q5	match	chr17	49252356	49252508	152	chr19	37330656	37330792	136	1	0.0879	44	152	0	108	0.0879
