core_id	gene_bare	species	assembly	ref_chrom	ref_start	ref_end	ref_strand	query_chrom	query_start	query_end	embedding_sw_distance	effective_aligned_length	n_chains	ref_island	query_island	accepted	d_le_0.05	d_le_0.04	d_le_0.03	d_le_0.02	d_le_0.01
ENSG00000157306_core_10	ENSG00000157306	Virginia opossum	HLdidVir1	chr14	23559023	23559551	+	HiC_scaffold_8	80690418	80690626	0.0171	210	1	R9	Q0	True	True	True	True	True	False
ENSG00000157306_core_10	ENSG00000157306	Asian elephant	HLeleMax1	chr14	23559023	23559551	+	HiC_scaffold_1	22394839	22395167	0.0086	329	1	R9	Q9	True	True	True	True	True	True
ENSG00000157306_core_10	ENSG00000157306	Pangolin	HLmanJav2	chr14	23559023	23559551	+	VALM01000126	3639239	3639607	0.0084	370	1	R9	Q2	True	True	True	True	True	True
ENSG00000157306_core_10	ENSG00000157306	Tammar wallaby	HLnotEug3	chr14	23559023	23559551	+	HiC_scaffold_7	123326099	123326227	0.0375	103	1	R9	Q7	True	True	True	False	False	False
ENSG00000157306_core_10	ENSG00000157306	Rabbit	HLoryCun3	chr14	23559023	23559551	+	VIYN01003241	130176	130704	0.0083	465	1	R9	Q12	True	True	True	True	True	True
ENSG00000157306_core_10	ENSG00000157306	Flying fox	HLpteVam2	chr14	23559023	23559551	+	KN525930	3827904	3828392	0.0062	502	1	R9	Q8	True	True	True	True	True	True
ENSG00000157306_core_10	ENSG00000157306	Cow	bosTau9	chr14	23559023	23559551	+	chr10	21389633	21389961	0.0084	329	1	R9	Q0	True	True	True	True	True	True
ENSG00000157306_core_10	ENSG00000157306	Dog	canFam5	chr14	23559023	23559551	+	chr8	3586166	3586494	0.0101	307	1	R9	Q10	True	True	True	True	True	False
ENSG00000157306_core_10	ENSG00000157306	Armadillo	dasNov3	chr14	23559023	23559551	+	JH566968	108116	108484	0.0096	382	1	R9	Q7	True	True	True	True	True	True
ENSG00000157306_core_10	ENSG00000157306	Horse	equCab3	chr14	23559023	23559551	+	chr1	163428062	163428270	0.0106	203	1	R9	Q9	True	True	True	True	True	False
ENSG00000157306_core_10	ENSG00000157306	Hedgehog	eriEur2	chr14	23559023	23559551	+	JH835315	4761617	4761865	0.0127	253	1	R9	Q4	True	True	True	True	True	False
ENSG00000157306_core_10	ENSG00000157306	Cat	felCat9	chr14	23559023	23559551	+	chrB3	76282903	76283191	0.0098	293	1	R9	Q7	True	True	True	True	True	True
ENSG00000157306_core_10	ENSG00000157306	Mouse	mm39	chr14	23559023	23559551	+	chr14	55335179	55335467	0.0101	296	1	R9	Q12	True	True	True	True	True	False
ENSG00000157306_core_10	ENSG00000157306	Gray opossum	monDom5	chr14	23559023	23559551	+	chr1	172981551	172981759	0.0162	209	1	R9	Q7	True	True	True	True	True	False
ENSG00000157306_core_10	ENSG00000157306	Rhesus	rheMac10	chr14	23559023	23559551	+	chr7	85599579	85600107	0.0044	511	1	R9	Q9	True	True	True	True	True	True
ENSG00000157306_core_10	ENSG00000157306	Rat	rn7	chr14	23559023	23559551	+	chr15	28570333	28570701	0.0091	386	1	R9	Q10	True	True	True	True	True	True
ENSG00000157306_core_10	ENSG00000157306	Pig	susScr11	chr14	23559023	23559551	+	chr7	75549682	75549970	0.009	289	1	R9	Q3	True	True	True	True	True	True
ENSG00000157306_core_2	ENSG00000157306	Bryde's whale	HLbalEde1	chr14	23513348	23513626	+	HiC_scaffold_20	68541371	68542059	0.0205	119	1	R1	Q9	True	True	True	True	False	False
ENSG00000157306_core_2	ENSG00000157306	Dromedary	HLcamDro2	chr14	23513348	23513626	+	CM016632	33406522	33407010	0.0186	121	1	R1	Q0	True	True	True	True	True	False
ENSG00000157306_core_2	ENSG00000157306	Virginia opossum	HLdidVir1	chr14	23513348	23513626	+	HiC_scaffold_8	80731046	80731654	0.017	262	1	R1	Q6	True	True	True	True	True	False
ENSG00000157306_core_2	ENSG00000157306	Asian elephant	HLeleMax1	chr14	23513348	23513626	+	HiC_scaffold_1	22351945	22352273	0.0189	157	1	R1	Q1	True	True	True	True	True	False
ENSG00000157306_core_2	ENSG00000157306	Tammar wallaby	HLnotEug3	chr14	23513348	23513626	+	HiC_scaffold_7	123283781	123284429	0.0165	265	1	R1	Q1	True	True	True	True	True	False
ENSG00000157306_core_2	ENSG00000157306	Rabbit	HLoryCun3	chr14	23513348	23513626	+	VIYN01003241	90429	90797	0.0088	278	1	R1	Q2	True	True	True	True	True	True
ENSG00000157306_core_2	ENSG00000157306	Flying fox	HLpteVam2	chr14	23513348	23513626	+	KN525930	3787444	3787972	0.0181	119	1	R1	Q0	True	True	True	True	True	False
ENSG00000157306_core_2	ENSG00000157306	Cow	bosTau9	chr14	23513348	23513626	+	chr10	21431186	21431994	0.0098	275	1	R1	Q9	True	True	True	True	True	True
ENSG00000157306_core_2	ENSG00000157306	Dog	canFam5	chr14	23513348	23513626	+	chr8	3544211	3544539	0.0131	191	1	R1	Q1	True	True	True	True	True	False
ENSG00000157306_core_2	ENSG00000157306	Armadillo	dasNov3	chr14	23513348	23513626	+	JH566968	66615	67703	0.0109	236	1	R1	Q0	True	True	True	True	True	False
ENSG00000157306_core_2	ENSG00000157306	Horse	equCab3	chr14	23513348	23513626	+	chr1	163385578	163386066	0.019	117	1	R1	Q0	True	True	True	True	True	False
ENSG00000157306_core_2	ENSG00000157306	Cat	felCat9	chr14	23513348	23513626	+	chrB3	76240929	76241137	0.0158	164	1	R1	Q1	True	True	True	True	True	False
ENSG00000157306_core_2	ENSG00000157306	Mouse	mm39	chr14	23513348	23513626	+	chr14	55291493	55291621	0.017	128	1	R1	Q1	True	True	True	True	True	False
ENSG00000157306_core_2	ENSG00000157306	Gray opossum	monDom5	chr14	23513348	23513626	+	chr1	172938617	172939265	0.0194	252	1	R1	Q0	True	True	True	True	True	False
ENSG00000157306_core_2	ENSG00000157306	Rhesus	rheMac10	chr14	23513348	23513626	+	chr7	85553751	85553879	0.0219	116	1	R1	Q1	True	True	True	True	False	False
ENSG00000157306_core_2	ENSG00000157306	Rat	rn7	chr14	23513348	23513626	+	chr15	28524980	28525468	0.0124	226	1	R1	Q1	True	True	True	True	True	False
ENSG00000157306_core_2	ENSG00000157306	Pig	susScr11	chr14	23513348	23513626	+	chr7	75593657	75593905	0.027	100	1	R1	Q11	True	True	True	True	False	False
ENSG00000157306_core_4	ENSG00000157306	Dromedary	HLcamDro2	chr14	23514338	23514553	+	CM016632	33407882	33408090	0.0146	206	1	R3	Q3	True	True	True	True	True	False
ENSG00000157306_core_4	ENSG00000157306	Virginia opossum	HLdidVir1	chr14	23514338	23514553	+	HiC_scaffold_8	80730326	80730494	0.0294	154	1	R3	Q4	True	True	True	True	False	False
ENSG00000157306_core_4	ENSG00000157306	Asian elephant	HLeleMax1	chr14	23514338	23514553	+	HiC_scaffold_1	22352825	22353073	0.0125	216	1	R3	Q3	True	True	True	True	True	False
ENSG00000157306_core_4	ENSG00000157306	Pangolin	HLmanJav2	chr14	23514338	23514553	+	VALM01000126	3677879	3678847	0.0144	213	1	R3	Q7	True	True	True	True	True	False
ENSG00000157306_core_4	ENSG00000157306	Tammar wallaby	HLnotEug3	chr14	23514338	23514553	+	HiC_scaffold_7	123284981	123285149	0.0371	164	1	R3	Q3	True	True	True	False	False	False
ENSG00000157306_core_4	ENSG00000157306	Rabbit	HLoryCun3	chr14	23514338	23514553	+	VIYN01003241	91389	91677	0.0141	217	1	R3	Q4	True	True	True	True	True	False
ENSG00000157306_core_4	ENSG00000157306	Flying fox	HLpteVam2	chr14	23514338	23514553	+	KN525930	3788804	3789092	0.0125	215	1	R3	Q2	True	True	True	True	True	False
ENSG00000157306_core_4	ENSG00000157306	Cow	bosTau9	chr14	23514338	23514553	+	chr10	21430346	21430594	0.0141	214	1	R3	Q7	True	True	True	True	True	False
ENSG00000157306_core_4	ENSG00000157306	Armadillo	dasNov3	chr14	23514338	23514553	+	JH566968	68215	68423	0.0175	172	1	R3	Q2	True	True	True	True	True	False
ENSG00000157306_core_4	ENSG00000157306	Horse	equCab3	chr14	23514338	23514553	+	chr1	163387298	163387506	0.077	105	1	R3	Q3	True	False	False	False	False	False
ENSG00000157306_core_4	ENSG00000157306	Hedgehog	eriEur2	chr14	23514338	23514553	+	JH835315	4818072	4818200	0.038	102	1	R3	Q17	True	True	True	False	False	False
ENSG00000157306_core_4	ENSG00000157306	Cat	felCat9	chr14	23514338	23514553	+	chrB3	76241929	76242057	0.0432	124	1	R3	Q2	True	True	False	False	False	False
ENSG00000157306_core_4	ENSG00000157306	Mouse	mm39	chr14	23514338	23514553	+	chr14	55292733	55293021	0.0634	227	1	R3	Q5	True	False	False	False	False	False
ENSG00000157306_core_4	ENSG00000157306	Gray opossum	monDom5	chr14	23514338	23514553	+	chr1	172939817	172940025	0.023	201	1	R3	Q2	True	True	True	True	False	False
ENSG00000157306_core_4	ENSG00000157306	Rhesus	rheMac10	chr14	23514338	23514553	+	chr7	85554631	85554799	0.0139	165	1	R3	Q2	True	True	True	True	True	False
ENSG00000157306_core_4	ENSG00000157306	Rat	rn7	chr14	23514338	23514553	+	chr15	28525740	28526028	0.0282	165	1	R3	Q2	True	True	True	True	False	False
ENSG00000157306_core_4	ENSG00000157306	Pig	susScr11	chr14	23514338	23514553	+	chr7	75592857	75593065	0.0161	191	1	R3	Q9	True	True	True	True	True	False
ENSG00000157306_core_9	ENSG00000157306	Bryde's whale	HLbalEde1	chr14	23558694	23558911	+	HiC_scaffold_20	68500604	68501212	0.0155	200	1	R8	Q3	True	True	True	True	True	False
ENSG00000157306_core_9	ENSG00000157306	Dromedary	HLcamDro2	chr14	23558694	23558911	+	CM016632	33447346	33447954	0.0146	196	1	R8	Q7	True	True	True	True	True	False
ENSG00000157306_core_9	ENSG00000157306	Asian elephant	HLeleMax1	chr14	23558694	23558911	+	HiC_scaffold_1	22394279	22394647	0.0204	157	1	R8	Q8	True	True	True	True	False	False
ENSG00000157306_core_9	ENSG00000157306	Pangolin	HLmanJav2	chr14	23558694	23558911	+	VALM01000126	3639759	3640247	0.0148	202	1	R8	Q3	True	True	True	True	True	False
ENSG00000157306_core_9	ENSG00000157306	Tammar wallaby	HLnotEug3	chr14	23558694	23558911	+	HiC_scaffold_7	123325619	123325827	0.0359	178	1	R8	Q6	True	True	True	False	False	False
ENSG00000157306_core_9	ENSG00000157306	Rabbit	HLoryCun3	chr14	23558694	23558911	+	VIYN01003241	129416	129944	0.0242	125	1	R8	Q11	True	True	True	True	False	False
ENSG00000157306_core_9	ENSG00000157306	Flying fox	HLpteVam2	chr14	23558694	23558911	+	KN525930	3827264	3827672	0.0233	110	1	R8	Q7	True	True	True	True	False	False
ENSG00000157306_core_9	ENSG00000157306	Cow	bosTau9	chr14	23558694	23558911	+	chr10	21390113	21390681	0.0225	162	1	R8	Q1	True	True	True	True	False	False
ENSG00000157306_core_9	ENSG00000157306	Dog	canFam5	chr14	23558694	23558911	+	chr8	3585486	3585694	0.0795	191	1	R8	Q9	True	False	False	False	False	False
ENSG00000157306_core_9	ENSG00000157306	Armadillo	dasNov3	chr14	23558694	23558911	+	JH566968	107476	107804	0.078	132	1	R8	Q6	True	False	False	False	False	False
ENSG00000157306_core_9	ENSG00000157306	Horse	equCab3	chr14	23558694	23558911	+	chr1	163427262	163427950	0.0164	195	1	R8	Q8	True	True	True	True	True	False
ENSG00000157306_core_9	ENSG00000157306	Hedgehog	eriEur2	chr14	23558694	23558911	+	JH835315	4762017	4762705	0.0209	206	1	R8	Q5	True	True	True	True	False	False
ENSG00000157306_core_9	ENSG00000157306	Cat	felCat9	chr14	23558694	23558911	+	chrB3	76282183	76282511	0.0764	188	1	R8	Q6	True	False	False	False	False	False
ENSG00000157306_core_9	ENSG00000157306	Gray opossum	monDom5	chr14	23558694	23558911	+	chr1	172981111	172981319	0.0387	126	1	R8	Q6	True	True	True	False	False	False
ENSG00000157306_core_9	ENSG00000157306	Rhesus	rheMac10	chr14	23558694	23558911	+	chr7	85598939	85599427	0.0121	190	1	R8	Q8	True	True	True	True	True	False
ENSG00000157306_core_9	ENSG00000157306	Rat	rn7	chr14	23558694	23558911	+	chr15	28569573	28570141	0.0222	159	1	R8	Q9	True	True	True	True	False	False
ENSG00000157306_core_9	ENSG00000157306	Pig	susScr11	chr14	23558694	23558911	+	chr7	75550122	75550610	0.0165	211	1	R8	Q4	True	True	True	True	True	False
ENSG00000174407_core_2	ENSG00000174407	Bryde's whale	HLbalEde1	chr20	62570512	62570720	+	HiC_scaffold_4	80206406	80206694	0.0401	180	1	R1	Q4	True	True	False	False	False	False
ENSG00000174407_core_2	ENSG00000174407	Dromedary	HLcamDro2	chr20	62570512	62570720	+	CM016645	1323242	1323450	0.0654	199	1	R1	Q1	True	False	False	False	False	False
ENSG00000174407_core_2	ENSG00000174407	Asian elephant	HLeleMax1	chr20	62570512	62570720	+	HiC_scaffold_20	1467280	1468477	0.0561	179	1	R1	Q0	True	False	False	False	False	False
ENSG00000174407_core_2	ENSG00000174407	Pangolin	HLmanJav2	chr20	62570512	62570720	+	VALM01000043	13086037	13086205	0.0754	172	1	R1	Q6	True	False	False	False	False	False
ENSG00000174407_core_2	ENSG00000174407	Tammar wallaby	HLnotEug3	chr20	62570512	62570720	+	HiC_scaffold_1	220879079	220879327	0.0966	85	1	R1	Q0	True	False	False	False	False	False
ENSG00000174407_core_2	ENSG00000174407	Rabbit	HLoryCun3	chr20	62570512	62570720	+	VIYN01011498	17692	18060	0.0552	202	1	R1	Q3	True	False	False	False	False	False
ENSG00000174407_core_2	ENSG00000174407	Flying fox	HLpteVam2	chr20	62570512	62570720	+	KN525956	282560	284888	0.07	203	1	R1	Q4	True	False	False	False	False	False
ENSG00000174407_core_2	ENSG00000174407	Cow	bosTau9	chr20	62570512	62570720	+	chr13	54734043	54734331	0.0649	151	1	R1	Q5	True	False	False	False	False	False
ENSG00000174407_core_2	ENSG00000174407	Dog	canFam5	chr20	62570512	62570720	+	chr24	46465183	46465351	0.0978	142	1	R1	Q4	True	False	False	False	False	False
ENSG00000174407_core_2	ENSG00000174407	Armadillo	dasNov3	chr20	62570512	62570720	+	JH567234	204672	205120	0.0565	203	1	R1	Q6	True	False	False	False	False	False
ENSG00000174407_core_2	ENSG00000174407	Horse	equCab3	chr20	62570512	62570720	+	chr22	49419718	49420166	0.0415	223	1	R1	Q4	True	True	False	False	False	False
ENSG00000174407_core_2	ENSG00000174407	Cat	felCat9	chr20	62570512	62570720	+	chrA3	1666877	1667125	0.0602	133	1	R1	Q0	True	False	False	False	False	False
ENSG00000174407_core_2	ENSG00000174407	Mouse	mm39	chr20	62570512	62570720	+	chr2	180043195	180044612	0.0418	204	1	R1	Q4	True	True	False	False	False	False
ENSG00000174407_core_2	ENSG00000174407	Gray opossum	monDom5	chr20	62570512	62570720	+	chr1	476681145	476681353	0.0717	172	1	R1	Q4	True	False	False	False	False	False
ENSG00000174407_core_2	ENSG00000174407	Rhesus	rheMac10	chr20	62570512	62570720	+	chr10	97725212	97725420	0.014	202	1	R1	Q4	True	True	True	True	True	False
ENSG00000174407_core_2	ENSG00000174407	Rat	rn7	chr20	62570512	62570720	+	chr3	167500451	167501836	0.0492	206	1	R1	Q3	True	True	False	False	False	False
ENSG00000174407_core_2	ENSG00000174407	Pig	susScr11	chr20	62570512	62570720	+	chr17	61906066	61906314	0.0492	180	1	R1	Q5	True	True	False	False	False	False
ENSG00000176753_core_2	ENSG00000176753	Bryde's whale	HLbalEde1	chr15	40252161	40252649	-	HiC_scaffold_20	77452615	77453703	0.0084	473	1	R1	Q3	True	True	True	True	True	True
ENSG00000176753_core_2	ENSG00000176753	Dromedary	HLcamDro2	chr15	40252161	40252649	-	CM016632	23691551	23691919	0.0196	135	1	R1	Q1	True	True	True	True	True	False
ENSG00000176753_core_2	ENSG00000176753	Asian elephant	HLeleMax1	chr15	40252161	40252649	-	HiC_scaffold_1	10472636	10473324	0.0082	470	1	R1	Q2	True	True	True	True	True	True
ENSG00000176753_core_2	ENSG00000176753	Pangolin	HLmanJav2	chr15	40252161	40252649	-	VALM01000135	3673136	3673304	0.0295	175	1	R1	Q1	True	True	True	True	False	False
ENSG00000176753_core_2	ENSG00000176753	Tammar wallaby	HLnotEug3	chr15	40252161	40252649	-	HiC_scaffold_7	111278529	111279257	0.0173	417	1	R1	Q0	True	True	True	True	True	False
ENSG00000176753_core_2	ENSG00000176753	Rabbit	HLoryCun3	chr15	40252161	40252649	-	VIYN01002607	268418	268706	0.0162	289	1	R1	Q1	True	True	True	True	True	False
ENSG00000176753_core_2	ENSG00000176753	Flying fox	HLpteVam2	chr15	40252161	40252649	-	KN525736	6298166	6298414	0.0339	248	1	R1	Q1	True	True	True	False	False	False
ENSG00000176753_core_2	ENSG00000176753	Cow	bosTau9	chr15	40252161	40252649	-	chr10	35866262	35867310	0.0088	475	1	R1	Q2	True	True	True	True	True	True
ENSG00000176753_core_2	ENSG00000176753	Dog	canFam5	chr15	40252161	40252649	-	chr30	7487149	7487677	0.0107	426	1	R1	Q3	True	True	True	True	True	False
ENSG00000176753_core_2	ENSG00000176753	Armadillo	dasNov3	chr15	40252161	40252649	-	JH580559	928272	928560	0.0188	185	1	R1	Q3	True	True	True	True	True	False
ENSG00000176753_core_2	ENSG00000176753	Horse	equCab3	chr15	40252161	40252649	-	chr1	149730767	149731175	0.0153	177	1	R1	Q0	True	True	True	True	True	False
ENSG00000176753_core_2	ENSG00000176753	Hedgehog	eriEur2	chr15	40252161	40252649	-	JH836336	442821	443229	0.0678	139	1	R1	Q0	True	False	False	False	False	False
ENSG00000176753_core_2	ENSG00000176753	Cat	felCat9	chr15	40252161	40252649	-	chrB3	64956916	64957804	0.0076	485	1	R1	Q0	True	True	True	True	True	True
ENSG00000176753_core_2	ENSG00000176753	Mouse	mm39	chr15	40252161	40252649	-	chr2	118507613	118507741	0.0274	128	1	R1	Q3	True	True	True	True	False	False
ENSG00000176753_core_2	ENSG00000176753	Gray opossum	monDom5	chr15	40252161	40252649	-	chr1	196843585	196844473	0.0262	463	1	R1	Q6	True	True	True	True	False	False
ENSG00000176753_core_2	ENSG00000176753	Rhesus	rheMac10	chr15	40252161	40252649	-	chr7	16661753	16662521	0.011	200	1	R1	Q2	True	True	True	True	True	False
ENSG00000176753_core_2	ENSG00000176753	Rat	rn7	chr15	40252161	40252649	-	chr3	105653283	105653811	0.018	447	1	R1	Q3	True	True	True	True	True	False
ENSG00000176753_core_2	ENSG00000176753	Pig	susScr11	chr15	40252161	40252649	-	chr1	131066431	131067039	0.0092	458	1	R1	Q2	True	True	True	True	True	True
ENSG00000176912_core_1	ENSG00000176912	Bryde's whale	HLbalEde1	chr18	657993	658269	-	HiC_scaffold_12	48615577	48615985	0.0149	258	1	R0	Q3	True	True	True	True	True	False
ENSG00000176912_core_1	ENSG00000176912	Dromedary	HLcamDro2	chr18	657993	658269	-	CM016650	17484134	17484662	0.0164	257	1	R0	Q3	True	True	True	True	True	False
ENSG00000176912_core_1	ENSG00000176912	Virginia opossum	HLdidVir1	chr18	657993	658269	-	HiC_scaffold_1	215863780	215864148	0.086	112	1	R0	Q7	True	False	False	False	False	False
ENSG00000176912_core_1	ENSG00000176912	Asian elephant	HLeleMax1	chr18	657993	658269	-	HiC_scaffold_15	9213002	9213730	0.0459	129	1	R0	Q3	True	True	False	False	False	False
ENSG00000176912_core_1	ENSG00000176912	Pangolin	HLmanJav2	chr18	657993	658269	-	VALM01000011	32261883	32262651	0.026	225	1	R0	Q1	True	True	True	True	False	False
ENSG00000176912_core_1	ENSG00000176912	Tammar wallaby	HLnotEug3	chr18	657993	658269	-	HiC_scaffold_4	183770396	183771364	0.0697	207	1	R0	Q2	True	False	False	False	False	False
ENSG00000176912_core_1	ENSG00000176912	Rabbit	HLoryCun3	chr18	657993	658269	-	VIYN01005317	325117	326205	0.0211	269	1	R0	Q0	True	True	True	True	False	False
ENSG00000176912_core_1	ENSG00000176912	Flying fox	HLpteVam2	chr18	657993	658269	-	KN525772	7105293	7105701	0.0166	251	1	R0	Q2	True	True	True	True	True	False
ENSG00000176912_core_1	ENSG00000176912	Cow	bosTau9	chr18	657993	658269	-	chr24	35553483	35554811	0.0167	284	1	R0	Q1	True	True	True	True	True	False
ENSG00000176912_core_1	ENSG00000176912	Dog	canFam5	chr18	657993	658269	-	chr7	67230955	67231523	0.0252	259	1	R0	Q2	True	True	True	True	False	False
ENSG00000176912_core_1	ENSG00000176912	Armadillo	dasNov3	chr18	657993	658269	-	JH561771	346318	346446	0.0766	113	1	R0	Q2	True	False	False	False	False	False
ENSG00000176912_core_1	ENSG00000176912	Horse	equCab3	chr18	657993	658269	-	chr8	44215185	44215673	0.0245	199	1	R0	Q2	True	True	True	True	False	False
