gene_id	ref_island	query_island	type	ref_chrom	ref_start	ref_end	ref_len	query_chrom	query_start	query_end	query_len	n_chains	diag_mmd	chain1_ref_from	chain1_ref_to	chain1_q_from	chain1_q_to	chain1_mmd
U_ENSG00000157306.15	R7	Q11	match	chr14	23543557	23543693	136	chr14	55320669	55320805	136	1	0.0890	0	112	24	136	0.0890
U_ENSG00000157306.15	R8	Q12	match	chr14	23543973	23544269	296	chr14	55321421	55321573	152	1	0.1348	56	152	28	124	0.1348
U_ENSG00000157306.15	R9	Q17	match	chr14	23558759	23558991	232	chr14	55334618	55334962	344	1	0.0561	12	196	56	244	0.0561
U_ENSG00000162888.4	R1	Q11	match	chr1	206491452	206491572	120	chr1	131187048	131187152	104	1	0.0874	8	104	8	104	0.0874
U_ENSG00000162888.4	R3	Q9	match	chr1	206491916	206492052	136	chr1	131186616	131186720	104	1	0.0791	12	120	0	104	0.0791
U_ENSG00000162888.4	R4	Q8	match	chr1	206492172	206492404	232	chr1	131186408	131186544	136	1	0.0959	16	116	0	100	0.0959
U_ENSG00000162888.4	R5	Q6	match	chr1	206492412	206492548	136	chr1	131185800	131186064	264	1	0.0953	0	136	40	184	0.0953
U_ENSG00000162888.4	R6	Q5	match	chr1	206492604	206492980	376	chr1	131185416	131185776	360	1	0.1094	80	356	96	356	0.1094
U_ENSG00000162888.4	R7	Q2	match	chr1	206497617	206497728	111	chr1	131181721	131181889	168	1	0.0913	8	108	52	156	0.0913
U_ENSG00000163364.13	R0	Q1	match	chr2	176611724	176611876	152	chr2	74941003	74941187	184	1	0.1055	0	148	32	184	0.1055
U_ENSG00000163364.13	R0	Q2	match	chr2	176611724	176611876	152	chr2	74941291	74941539	248	1	0.0577	0	152	8	196	0.0577
U_ENSG00000163364.13	R1	Q3	match	chr2	176612828	176612948	120	chr2	74942283	74942419	136	1	0.0875	0	120	8	136	0.0875
U_ENSG00000163364.13	R2	Q4	match	chr2	176616513	176616601	88	chr2	74946020	74946156	136	1	0.0733	0	88	20	116	0.0733
U_ENSG00000163364.13	R3	Q7	match	chr2	176630311	176630432	121	chr2	74960387	74960587	200	1	0.0488	0	120	60	188	0.0488
U_ENSG00000163597.18	R2	Q1	match	chr17	76558760	76558896	136	chr11	116563296	116563400	104	1	0.0342	0	100	4	104	0.0342
U_ENSG00000163597.18	R7	Q5	match	chr17	76714101	76714237	136	chr11	116724094	116724246	152	1	0.1038	0	104	44	148	0.1038
U_ENSG00000163915.7	R0	Q2	match	chr3	185716491	185716584	93	chr16	21916037	21916269	232	1	0.0651	0	93	124	220	0.0651
U_ENSG00000163915.7	R0	Q3	match	chr3	185716491	185716584	93	chr16	21916597	21916733	136	1	0.0862	0	93	40	136	0.0862
U_ENSG00000165511.7	R3	Q3	match	chr10	45218646	45218739	93	chr2	68400314	68400482	168	1	0.0000	0	93	24	120	0.0000
U_ENSG00000165511.7	R3	Q6	match	chr10	45218646	45218739	93	chr6	116608230	116608398	168	1	0.0000	0	93	36	132	0.0000
U_ENSG00000166917.12	R2	Q8	match	chr10	133247916	133248068	152	chr7	139537805	139538549	744	1	0.0633	4	152	448	588	0.0633
U_ENSG00000167046.4	R3	Q1	match	chr20	62641792	62641928	136	chr2	180096465	180096889	424	1	0.0811	0	136	44	196	0.0811
U_ENSG00000167046.4	R4	Q3	match	chr20	62641952	62642136	184	chr2	180097889	180098041	152	1	0.1221	36	136	52	152	0.1221
U_ENSG00000168367.12	R0	Q2	match	chr16	86332126	86332374	248	chr8	121693002	121693218	216	1	0.0695	0	192	28	216	0.0695
U_ENSG00000168367.12	R0	Q4	match	chr16	86332126	86332374	248	chr8	121693850	121694002	152	1	0.1006	100	248	0	140	0.1006
U_ENSG00000168367.12	R1	Q6	match	chr16	86332462	86332646	184	chr8	121694858	121695154	296	1	0.0600	4	184	60	228	0.0600
U_ENSG00000168367.12	R6	Q7	match	chr16	86338250	86338482	232	chr8	121695338	121695618	280	1	0.1010	44	168	140	264	0.1010
U_ENSG00000168367.12	R8	Q8	match	chr16	86338749	86338832	83	chr8	121695706	121696066	360	1	0.0000	0	83	48	144	0.0000
U_ENSG00000168367.12	R8	Q9	match	chr16	86338749	86338832	83	chr8	121696090	121696434	344	1	0.0000	0	83	132	228	0.0000
U_ENSG00000168367.12	R9	Q13	match	chr16	86349559	86349688	129	chr8	121702162	121702410	248	1	0.0957	0	104	0	104	0.0957
U_ENSG00000168367.12	R9	Q18	match	chr16	86349559	86349688	129	chr8	121703218	121703562	344	1	0.1000	0	120	52	168	0.1000
U_ENSG00000170919.17	R0	Q25	match	chr13	45341482	45341630	148	chr14	76082536	76082720	184	1	0.0970	4	104	80	180	0.0970
U_ENSG00000170919.17	R10	Q16	match	chr13	45387936	45388088	152	chr14	76073525	76073645	120	1	0.0218	12	136	0	120	0.0218
U_ENSG00000170919.17	R12	Q7	match	chr13	45388304	45388424	120	chr14	76070101	76070269	168	1	0.0601	0	112	44	156	0.0601
U_ENSG00000170919.17	R15	Q6	match	chr13	45389360	45389496	136	chr14	76069589	76069693	104	1	0.0578	32	136	0	104	0.0578
U_ENSG00000170919.17	R8	Q21	match	chr13	45379627	45379699	72	chr14	76079304	76079488	184	1	0.0000	0	72	68	164	0.0000
U_ENSG00000170919.17	R9	Q17	match	chr13	45387792	45387912	120	chr14	76074517	76074653	136	1	0.0909	24	120	8	104	0.0909
U_ENSG00000170983.4	R0	Q10	match	chr8	11576849	11577113	264	chr14	63602602	63602738	136	1	0.0765	60	180	0	120	0.0765
U_ENSG00000170983.4	R2	Q5	match	chr8	11578369	11578533	164	chr14	63600833	63601113	280	1	0.0708	0	164	12	204	0.0708
U_ENSG00000170983.4	R3	Q1	match	chr8	11582503	11582580	77	chr14	63597049	63597361	312	1	0.1137	0	77	52	148	0.1137
U_ENSG00000171671.6	R0	Q5	match	chr11	70863334	70863502	168	chr7	143702656	143702792	136	1	0.1124	44	168	4	128	0.1124
U_ENSG00000171671.6	R2	Q4	match	chr11	70864024	70864192	168	chr7	143701968	143702152	184	1	0.0770	4	168	12	176	0.0770
U_ENSG00000171671.6	R3	Q3	match	chr11	70864360	70864544	184	chr7	143701520	143701784	264	1	0.1096	0	156	88	244	0.1096
U_ENSG00000171889.8	R0	Q11	match	chr9	21403297	21403415	118	chr4	88631913	88632097	184	1	0.1013	4	116	12	124	0.1013
U_ENSG00000171889.8	R2	Q5	match	chr9	21420174	21420266	92	chr4	88614840	88615056	216	1	0.1122	0	92	64	160	0.1122
U_ENSG00000172965.18	R0	Q6	match	chr2	111494885	111495005	120	chr2	128270740	128271196	456	1	0.0362	0	120	104	224	0.0362
U_ENSG00000173811.11	R0	Q1	match	chr3	42745293	42745509	216	chr9	121647857	121647961	104	1	0.1219	108	204	8	104	0.1219
U_ENSG00000173811.11	R0	Q2	match	chr3	42745293	42745509	216	chr9	121648129	121648201	72	1	0.1186	108	204	0	72	0.1186
U_ENSG00000173811.11	R3	Q3	match	chr3	42746413	42746581	168	chr9	121648465	121649113	648	1	0.0541	4	168	504	648	0.0541
U_ENSG00000174171.8	R0	Q1	match	chr15	41892761	41893078	317	chr2	119915473	119915801	328	1	0.0937	0	232	52	328	0.0937
U_ENSG00000174171.8	R0	Q2	match	chr15	41892761	41893078	317	chr2	119915825	119915993	168	1	0.1073	0	132	20	152	0.1073
U_ENSG00000174171.8	R1	Q5	match	chr15	41895579	41895718	139	chr2	119917367	119917903	536	1	0.1006	0	120	188	308	0.1006
U_ENSG00000174171.8	R4	Q6	match	chr15	41896590	41896838	248	chr2	119918983	119919135	152	1	0.0551	84	236	8	152	0.0551
U_ENSG00000174171.8	R6	Q7	match	chr15	41898166	41898299	133	chr2	119919783	119919919	136	1	0.0925	0	124	12	136	0.0925
U_ENSG00000174171.8	R9	Q8	match	chr15	41899139	41899403	264	chr2	119920359	119920591	232	1	0.0699	84	192	124	232	0.0699
U_ENSG00000174365.23	R3	Q5	match	chr20	38447439	38447527	88	chr2	158219555	158219691	136	1	0.0268	0	88	20	116	0.0268
U_ENSG00000174365.23	R3	Q6	match	chr20	38447439	38447527	88	chr2	158219763	158219931	168	1	0.0816	0	88	52	148	0.0816
U_ENSG00000174365.23	R4	Q7	match	chr20	38447535	38447815	280	chr2	158220131	158220235	104	1	0.0481	180	280	4	104	0.0481
U_ENSG00000174365.23	R6	Q8	match	chr20	38448527	38448730	203	chr2	158220531	158220635	104	1	0.0547	96	200	0	104	0.0547
U_ENSG00000174365.23	R7	Q12	match	chr20	38450261	38450498	237	chr2	158222507	158222659	152	1	0.0728	52	236	0	152	0.0728
U_ENSG00000174365.23	R7	Q13	match	chr20	38450261	38450498	237	chr2	158222795	158222931	136	1	0.0356	120	236	20	136	0.0356
U_ENSG00000174365.23	R8	Q14	match	chr20	38450618	38450834	216	chr2	158222939	158223011	72	1	0.1287	40	136	0	72	0.1287
U_ENSG00000174370.13	R0	Q9	match	chr11	128875953	128876265	312	chr9	32272960	32273224	264	1	0.0886	88	188	0	100	0.0886
U_ENSG00000174370.13	R2	Q6	match	chr11	128904430	128904571	141	chr9	32245534	32245670	136	1	0.1269	44	140	40	136	0.1269
U_ENSG00000174403.18	R0	Q2	match	chr20	62540316	62540740	424	chr2	180020994	180021130	136	1	0.0595	180	324	0	136	0.0595
U_ENSG00000174403.18	R1	Q3	match	chr20	62540988	62541188	200	chr2	180021218	180021514	296	1	0.0570	0	200	100	288	0.0570
U_ENSG00000174403.18	R3	Q4	match	chr20	62541388	62541572	184	chr2	180021842	180022010	168	1	0.1166	76	184	0	108	0.1166
U_ENSG00000174403.18	R6	Q9	match	chr20	62546654	62546858	204	chr2	180023682	180023978	296	1	0.0926	84	184	16	116	0.0926
U_ENSG00000174403.18	R7	Q15	match	chr20	62549444	62549641	197	chr2	180026290	180026570	280	1	0.1216	0	136	136	268	0.1216
U_ENSG00000174403.18	R7	Q16	match	chr20	62549444	62549641	197	chr2	180026738	180026842	104	1	0.1215	24	128	0	104	0.1215
U_ENSG00000174407.16	R0	Q0	match	chr20	62550884	62551038	154	chr2	180027415	180027919	504	1	0.1137	0	100	0	100	0.1137
U_ENSG00000174407.16	R0	Q1	match	chr20	62550884	62551038	154	chr2	180027943	180028319	376	1	0.0664	20	152	0	140	0.0664
U_ENSG00000174407.16	R1	Q4	match	chr20	62553550	62553665	115	chr2	180030328	180030592	264	1	0.0471	0	112	136	244	0.0471
U_ENSG00000174407.16	R2	Q7	match	chr20	62570488	62570656	168	chr2	180043707	180044083	376	1	0.0600	0	168	128	336	0.0600
U_ENSG00000175147.13	R0	Q19	match	chr1	15111911	15111999	88	chr4	141835529	141835665	136	1	0.1042	0	88	16	112	0.1042
U_ENSG00000175147.13	R1	Q15	match	chr1	15112151	15112511	360	chr4	141834601	141834913	312	1	0.0796	220	332	200	312	0.0796
U_ENSG00000175147.13	R10	Q7	match	chr1	15116839	15116927	88	chr4	141829990	141830286	296	1	0.0670	0	88	0	96	0.0670
U_ENSG00000175147.13	R12	Q6	match	chr1	15117511	15117807	296	chr4	141829814	141829934	120	1	0.0996	116	244	0	120	0.0996
U_ENSG00000175147.13	R13	Q4	match	chr1	15118569	15118705	136	chr4	141828854	141829454	600	1	0.0506	0	136	276	428	0.0506
U_ENSG00000175147.13	R3	Q13	match	chr1	15112743	15112879	136	chr4	141833593	141833985	392	1	0.0436	0	136	0	156	0.0436
U_ENSG00000175147.13	R5	Q12	match	chr1	15113911	15114207	296	chr4	141832678	141832958	280	1	0.0982	0	200	44	280	0.0982
U_ENSG00000175147.13	R7	Q11	match	chr1	15114631	15115135	504	chr4	141831830	141832110	280	1	0.0561	212	500	0	208	0.0561
U_ENSG00000175147.13	R9	Q8	match	chr1	15116519	15116767	248	chr4	141830310	141830974	664	1	0.0565	0	248	192	456	0.0565
U_ENSG00000175611.15	R0	Q0	match	chr9	95875259	95875395	136	chr13	63962802	63962938	136	1	0.0973	24	136	16	128	0.0973
U_ENSG00000175746.8	R0	Q1	match	chr15	39250697	39250817	120	chr2	117695658	117695954	296	1	0.0567	0	120	168	288	0.0567
U_ENSG00000175746.8	R1	Q2	match	chr15	39252053	39252125	72	chr2	117697356	117697492	136	1	0.1110	0	72	20	116	0.1110
U_ENSG00000175746.8	R2	Q3	match	chr15	39252485	39252653	168	chr2	117697948	117698052	104	1	0.0592	48	160	0	104	0.0592
U_ENSG00000175773.16	R1	Q1	match	chr11	130445933	130446117	184	chr9	30835998	30836230	232	1	0.0727	0	152	60	224	0.0727
U_ENSG00000175779.6	R0	Q2	match	chr15	39172978	39173068	90	chr2	117611392	117611496	104	1	0.1152	0	90	4	100	0.1152
U_ENSG00000175779.6	R0	Q3	match	chr15	39172978	39173068	90	chr2	117611616	117611848	232	1	0.0000	0	90	128	224	0.0000
U_ENSG00000176124.16	R1	Q2	match	chr13	50527898	50528354	456	chr14	62273720	62273872	152	1	0.0679	28	172	0	152	0.0679
U_ENSG00000176124.16	R1	Q3	match	chr13	50527898	50528354	456	chr14	62273880	62274064	184	1	0.0675	200	392	4	184	0.0675
U_ENSG00000176124.16	R2	Q5	match	chr13	50529290	50529410	120	chr14	62274744	62274848	104	1	0.1271	0	96	4	100	0.1271
U_ENSG00000176124.16	R3	Q7	match	chr13	50529546	50529682	136	chr14	62275128	62275280	152	1	0.0540	0	128	8	152	0.0540
U_ENSG00000176236.6	R1	Q0	match	chr10	15096153	15096337	184	chr2	3334550	3334670	120	1	0.0879	44	140	24	120	0.0879
U_ENSG00000176349.12	R0	Q2	match	chr7	1812092	1812260	168	chr5	139993300	139993548	248	1	0.0705	0	168	0	168	0.0705
U_ENSG00000176349.12	R0	Q3	match	chr7	1812092	1812260	168	chr5	139993556	139993900	344	1	0.0776	0	168	4	196	0.0776
U_ENSG00000176349.12	R1	Q11	match	chr7	1843328	1843508	180	chr5	140009754	140009906	152	1	0.0702	36	172	0	136	0.0702
U_ENSG00000176515.1	R0	Q1	match	chr6	1101210	1101296	86	chr13	31549784	31549936	152	1	0.0000	0	86	8	104	0.0000
U_ENSG00000176515.1	R5	Q2	match	chr6	1104119	1104287	168	chr13	31553721	31554049	328	1	0.0964	0	168	88	272	0.0964
U_ENSG00000176515.1	R6	Q3	match	chr6	1104599	1104671	72	chr13	31554233	31554369	136	1	0.0830	0	72	8	104	0.0830
U_ENSG00000176593.9	R3	Q12	match	chr19	58003637	58003789	152	chr7	12206485	12206653	168	1	0.0917	36	152	44	160	0.0917
U_ENSG00000176593.9	R5	Q6	match	chr19	58020029	58020153	124	chr7	12182621	12182805	184	1	0.0821	0	112	52	164	0.0821
U_ENSG00000176593.9	R6	Q4	match	chr19	58021633	58021721	88	chr7	12182077	12182197	120	1	0.1362	0	88	24	120	0.1362
U_ENSG00000176605.9	R0	Q0	match	chr14	98711692	98711786	94	chr12	107530712	107530848	136	1	0.1170	0	94	0	96	0.1170
U_ENSG00000176605.9	R1	Q2	match	chr14	98712325	98712447	122	chr12	107531576	107531728	152	1	0.1105	0	120	36	152	0.1105
U_ENSG00000176605.9	R3	Q4	match	chr14	98716300	98716390	90	chr12	107534384	107534584	200	1	0.0000	0	90	8	104	0.0000
U_ENSG00000176605.9	R3	Q5	match	chr14	98716300	98716390	90	chr12	107534608	107534872	264	1	0.0783	0	90	0	96	0.0783
U_ENSG00000176605.9	R4	Q7	match	chr14	98717181	98717285	104	chr12	107535392	107535464	72	1	0.1385	0	96	0	72	0.1385
U_ENSG00000176728.11	R8	Q0	match	chrY	19077073	19077161	88	chr8	123768251	123769059	808	1	0.0000	0	88	120	216	0.0000
U_ENSG00000176753.5	R1	Q1	match	chr15	40251201	40251353	152	chr2	118506263	118506463	200	1	0.0862	0	148	40	188	0.0862
U_ENSG00000176753.5	R1	Q2	match	chr15	40251201	40251353	152	chr2	118506519	118506671	152	1	0.1112	0	136	4	140	0.1112
U_ENSG00000176753.5	R2	Q5	match	chr15	40251537	40251913	376	chr2	118507175	118507311	136	1	0.0286	32	180	0	136	0.0286
U_ENSG00000176753.5	R4	Q6	match	chr15	40252289	40252441	152	chr2	118507463	118507615	152	1	0.0864	36	144	28	136	0.0864
U_ENSG00000176753.5	R5	Q7	match	chr15	40252721	40252905	184	chr2	118507687	118507823	136	1	0.1099	44	172	0	132	0.1099
U_ENSG00000176754.14	R0	Q3	match	chr1	204032810	204033250	440	chr1	133392271	133392807	536	1	0.0754	0	380	120	480	0.0754
U_ENSG00000176754.14	R1	Q1	match	chr1	204033764	204033867	103	chr1	133391535	133391639	104	1	0.0996	0	100	0	100	0.0996
U_ENSG00000176840.15	R0	Q1	match	chr19	4780946	4781146	200	chr17	56559615	56559719	104	1	0.0394	44	144	4	104	0.0394
U_ENSG00000176868.3	R0	Q0	match	chr9	131497639	131497791	152	chr2	32122040	32122192	152	1	0.1222	44	140	40	136	0.1222
U_ENSG00000176868.3	R1	Q1	match	chr9	131497831	131498031	200	chr2	32122232	32122512	280	1	0.0637	4	140	8	144	0.0637
U_ENSG00000176868.3	R2	Q3	match	chr9	131498391	131498527	136	chr2	32122904	32123040	136	1	0.0774	0	132	0	136	0.0774
U_ENSG00000176868.3	R4	Q4	match	chr9	131498823	131498911	88	chr2	32123208	32123344	136	1	0.0600	0	88	24	120	0.0600
U_ENSG00000176868.3	R5	Q5	match	chr9	131499079	131499455	376	chr2	32123576	32123728	152	1	0.0799	200	372	0	152	0.0799
U_ENSG00000176868.3	R6	Q6	match	chr9	131499527	131499807	280	chr2	32123976	32124208	232	1	0.0778	0	236	0	232	0.0778
U_ENSG00000177112.10	R1	Q2	match	chr11	10606208	10606344	136	chr7	110500668	110500884	216	1	0.1181	28	136	100	208	0.1181
U_ENSG00000177133.15	R0	Q7	match	chr1	3061106	3061253	147	chr4	154728435	154728667	232	1	0.0657	0	144	80	216	0.0657
U_ENSG00000177234.7	R1	Q1	match	chr10	120598860	120599172	312	chr7	128995549	128995669	120	1	0.1050	0	112	0	112	0.1050
U_ENSG00000177234.7	R2	Q2	match	chr10	120599260	120599540	280	chr7	128995725	128995989	264	1	0.0681	8	280	0	260	0.0681
U_ENSG00000177234.7	R4	Q3	match	chr10	120599884	120600100	216	chr7	128995997	128996101	104	1	0.0736	0	104	0	104	0.0736
U_ENSG00000177234.7	R4	Q4	match	chr10	120599884	120600100	216	chr7	128996493	128996677	184	1	0.0971	0	180	8	180	0.0971
U_ENSG00000177335.14	R7	Q3	match	chr8	143060078	143060310	232	chr15	74867734	74867886	152	1	0.0804	88	232	0	152	0.0804
